school_id,school_name,degree_type,candidate_source_url,candidate_source_title,candidate_source_type,source_host,official_domain_status,official_domain_score,fetch_status,extraction_status,stats_cohort_year,metric_population,metric_type,mcat_value,mcat_metric,gpa_value,gpa_metric,science_gpa_value,evidence_text,source_publication_date,source_last_checked,data_confidence,review_status,notes
md_saint_louis_university_school_of_medicine_st_louis_missouri,Saint Louis University School of Medicine,MD,https://www.slu.edu/medicine/strategic-plan/-pdf/som-annual-report.pdf,som-annual-report.pdf,class_profile,slu.edu,official_school_domain,1.00,fetched,needs_review_partial_stats,2029,accepted students,official_published_mean,509.8,average,,,,accepted Med Scholars) 29.11% SLU SOM Applicant / Matriculant Average MCAT and GPA SLU 2025 5yr SLU average 5yr national average Applicant Avg MCAT 509.8 510.06 506.2 Matriculant Avg MCAT 509.8 510.06 506.2 Applicant Avg GPA 509.8 510.06 506.2 Matriculant Avg GPA 509.8 510.06 506.2 STRENGTH OF OUR ALUMNI NETWORK Our alumni play a critical role in elevating our profile an,,2026-06-09,,needs_review,Only one MCAT/GPA value was extracted or source is below official-domain threshold.
md_sidney_kimmel_medical_college_at_thomas_jefferson_university_philadelphia_pennsy,Sidney Kimmel Medical College at Thomas Jefferson University,MD,http://www.jefferson.edu/university/skmc/admissions.html,Sidney Kimmel Medical College at Thomas Jefferson University,admissions_page,jefferson.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_southern_illinois_university_school_of_medicine_springfield_illinois,Southern Illinois University School of Medicine,MD,http://www.siumed.edu/studentaffairs/admissions/home.html,Southern Illinois University School of Medicine,admissions_page,siumed.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_stanford_university_school_of_medicine_palo_alto_california,Stanford University School of Medicine,MD,http://med.stanford.edu/md-admissions.html,Stanford University School of Medicine,admissions_page,med.stanford.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_stanford_university_school_of_medicine_palo_alto_california,Stanford University School of Medicine,MD,https://med.stanford.edu/md-admissions/facts-and-figures.html,Facts and Figures | MD Admissions | Stanford Medicine,annual_report,med.stanford.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_stanford_university_school_of_medicine_palo_alto_california,Stanford University School of Medicine,MD,https://med.stanford.edu/school/facts.html,Facts & Figures | School of Medicine | Stanford Medicine,school_homepage,med.stanford.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,MD,http://www.ttuhsc.edu/som/admissions/,Texas Tech University Health Sciences Center School of Medicine - Lubbock,admissions_page,ttuhsc.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/about-us/fast-facts,Leaders in Transforming Health,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report,ENT Annual Report | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/3d-surgical-modeling,Study aims to expand access to 3D surgical modeling | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/aerodigestive-research-core-lab,Aerodigestive Research Lab expands impact | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/department-self-study,ENT department strategic growth | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/elliana-devore,"Elliana DeVore, MD, joins the Division of Laryngology | Ohio State College of Medicine",annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/esophageal-disorders-conference,Monthly Esophageal Disorders Conference | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/expanded-vestibular-research-laboratory,Expanded vestibular research laboratory | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/immunotherapy,Innovation in Immunotherapy and Allergy Care| Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/jeffrey-steitz,"Jeffrey Steitz, MD, joins division of facial plastic and reconstruction surgery | Ohio State College of Medicine",annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/lateral-skull-base-surgery,Enhanced lateral skull base surgery | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/liquid-biomarkers,Using liquid biomarkers to improve outcomes for HPV-related HNSCC | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/message-from-chair,ENT Annual Report – Message from the Chair | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/pediatric-ent-collaboration,Expanding pediatric ENT care in Toledo | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/rekha-raveendran,"Rekha Raveendran, MD, named Division Director of Allergy and Immunology | Ohio State College of Medicine",annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/resident-and-fellow-endowment-fund,ENT-Head and Neck Surgery launches resident and fellow endowment fund | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/robert-macielak,"Robert Macielak, MD, joins Division of Otology | Ohio State College of Medicine",annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/top-ranked-otolaryngology-residency-program,ENT residency program leverages advanced technology | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/vestibular-schwannoma-surgery,Restoring hearing after vestibular schwannoma surgery | Ohio State College of Medicine,annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/departments/otolaryngology/ent-annual-report/victoria-nguyen,"Victoria Nguyen, DO, joins the Division of Allergy | Ohio State College of Medicine",annual_report,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/education/md/admissions,The Ohio State University College of Medicine,admissions_page,medicine.osu.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/education/md/admissions/before-you-apply/entering-class-profile,2025 Entering Class Profile,class_profile,medicine.osu.edu,official_school_domain,1.00,fetched,accepted,2025,official published school profile,official_published_value,514,published,3.83,published,,93 Total new entrants: 211 Class Composition Women in class: 54% Men in class: 45% Ohio residents in class: 58% Non-residents in class: 42% Class GPA: 3.83 Class Science GPA: 3.79 MCAT composite: 514 Took at least 2 growth years: 40% First generation college attendees: 13% Have a physician parent: 16% Participated in research: 99% Included in the 2025 class Community Medicine erviewed: 699 Total acceptances: 393 Total new entrants: 211 Class Composition Women in class: 54% Men in class: 45% Ohio residents in class: 58% Non-residents in class: 42% Class GPA: 3.83 Class Science GPA: 3.79 MCAT composite: 514 Took at least 2 growth years: 40% First generation college attendees: 13% Have a physic,,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. Selected latest shared cohort year 2025.
md_the_ohio_state_university_college_of_medicine_columbus_ohio,The Ohio State University College of Medicine,MD,https://medicine.osu.edu/education/md/admissions/before-you-apply/facts,"Medical School Curriculum, Culture & Facts | Ohio State College of Medicine",class_profile,medicine.osu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_the_warren_alpert_medical_school_of_brown_university_providence_rhode_island,The Warren Alpert Medical School of Brown University,MD,https://www.brown.edu/academics/medical/admission/,Admissions | Medical School | Brown University,class_profile,brown.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2029,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_tufts_university_school_of_medicine_boston_massachusetts,Tufts University School of Medicine,MD,http://medicine.tufts.edu/Admissions.aspx,Tufts University School of Medicine,admissions_page,medicine.tufts.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_tufts_university_school_of_medicine_boston_massachusetts,Tufts University School of Medicine,MD,https://medicine.tufts.edu/academics/medicine/class-profile,2029 Class Profile | School of Medicine,class_profile,medicine.tufts.edu,official_school_domain,1.00,fetched,accepted,2029,matriculated students,official_published_mean,514,mean,3.82,mean,,n the MD Program: 204 Regular Boston Track: 164 Maine Track: 40 MD/MPH: 26 MD/MA: 1 MD/PhD: 5 Average Grades and Scores - Class of 2029 Mean Total GPA: 3.82 Mean Science GPA: 3.77 Mean MCAT Score: 514 Looking to enhance your academic record before applying to medical school? Learn about our MBS program Learn More Academic Departments Administrative Offices Contact Us Directions of 2029 Total students enrolled in the MD Program: 204 Regular Boston Track: 164 Maine Track: 40 MD/MPH: 26 MD/MA: 1 MD/PhD: 5 Average Grades and Scores - Class of 2029 Mean Total GPA: 3.82 Mean Science GPA: 3.77 Mean MCAT Score: 514 Looking to enhance your academic record before applying to medical school? Learn abou,,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_tulane_university_school_of_medicine_new_orleans_louisiana,Tulane University School of Medicine,MD,http://www2.tulane.edu/som/admissions/index.cfm,Tulane University School of Medicine,admissions_page,www2.tulane.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_usf_health_morsani_college_of_medicine_tampa_florida,USF Health Morsani College of Medicine,MD,https://www.usf.edu/health/news/2024/mcom-welcomes-class-of-2028.aspx,USF Health Morsani College of Medicine welcomes newest future doctors,unknown,usf.edu,official_school_domain,1.00,fetched,accepted,2028,official published school profile,official_published_median,520,median,3.95,median,,"mpa Convention Center when they receive their first white coats at the Class of 2028 White Coat Ceremony. Class of 2028 Profile: 130 Students 51% Male, 49% Female Median GPA: 3.95 Median MCAT: 520 (97th percentile) 18% Under-represented in medicine Residency: 61% Florida, 39% out of state More images from Professions of Health: Return to article listing Category Morsani Col Sept. 6 at the Tampa Convention Center when they receive their first white coats at the Class of 2028 White Coat Ceremony. Class of 2028 Profile: 130 Students 51% Male, 49% Female Median GPA: 3.95 Median MCAT: 520 (97th percentile) 18% Under-represented in medicine Residency: 61% Florida, 39% out of state More images from",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. Selected latest shared cohort year 2028.
md_uniformed_services_university_of_the_health_sciences_f_edward_h_bert_school_of_m,"Uniformed Services University of the Health Sciences, F. Edward Hébert School of Medicine",MD,https://medschool.usuhs.edu/admissions/application-requirements,"Medschool, Admissions, Application Requirements",annual_report,medschool.usuhs.edu,official_school_domain,1.00,fetched,rejected_minimum_requirement,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,Only rejected minimum/eligibility contexts found: minimum_requirement_context:eligible; minimum_requirement_context:minimum; science_or_bcpm_gpa_context.
md_uniformed_services_university_of_the_health_sciences_f_edward_h_bert_school_of_m,"Uniformed Services University of the Health Sciences, F. Edward Hébert School of Medicine",MD,https://medschool.usuhs.edu/sur/research/murtha-cancer-center/annual-reports,"MEDSCHOOL, SUR, Research, Murtha Cancer Center, Annual Reports",annual_report,medschool.usuhs.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_alabama_at_birmingham_marnix_e_heersink_school_of_medicine_birming,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,MD,https://www.uab.edu/medicine/home/offices-services/admissions-enrollment-management,Admissions | Heersink School of Medicine,class_profile,uab.edu,official_school_domain,1.00,fetched,accepted,2025,matriculated students,official_published_mean,509.4,average,3.87,average,,"llcome Scholars, Blaze to MD) AMCAS: August 1 Secondary Application: October 15 Class Profiles Get a snapshot of the classes entering over the past three years. 2025 2024 2023 Applied 4,207 4,320 4,448 Interviewed 481 493 472 Offered 276 281 292 Enrolled 196 190 186 MCAT Score 509.4 509 509.5 Average GPA 3.87 3.83 3.83 Alabama 161 155 158 Out of State 35 35 28 Explore Admissions Selectio llcome Scholars, Blaze to MD) AMCAS: August 1 Secondary Application: October 15 Class Profiles Get a snapshot of the classes entering over the past three years. 2025 2024 2023 Applied 4,207 4,320 4,448 Interviewed 481 493 472 Offered 276 281 292 Enrolled 196 190 186 MCAT Score 509.4 509 509.5 Average GPA 3.8",,2026-06-09,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. Selected latest shared cohort year 2025. Fetched reviewed assisted-search official URL even though the path is not stats-shaped.
md_university_of_arizona_college_of_medicine_phoenix_phoenix_arizona,University of Arizona College of Medicine - Phoenix,MD,http://phoenixmed.arizona.edu/admissions,University of Arizona College of Medicine-Phoenix,admissions_page,phoenixmed.arizona.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,MD,http://medicine.arizona.edu/admissions,University of Arizona College of Medicine - Tucson,admissions_page,medicine.arizona.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_arkansas_for_medical_sciences_college_of_medicine_little_rock_arka,University of Arkansas for Medical Sciences College of Medicine,MD,http://medicine.uams.edu/for-medical-school-applicants/,University of Arkansas for Medical Sciences College of Medicine,admissions_page,medicine.uams.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_arkansas_for_medical_sciences_college_of_medicine_little_rock_arka,University of Arkansas for Medical Sciences College of Medicine,MD,https://medicine.uams.edu/about/fast-facts/,Fast Facts | UAMS College of Medicine,school_homepage,medicine.uams.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_arkansas_for_medical_sciences_college_of_medicine_little_rock_arka,University of Arkansas for Medical Sciences College of Medicine,MD,https://medicine.uams.edu/blog/dfpm-reds-tips-team-releases-public-annual-report/,DFPM-RED’s TIPS team releases public Annual Report | UAMS College of Medicine,annual_report,medicine.uams.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_arkansas_for_medical_sciences_college_of_medicine_little_rock_arka,University of Arkansas for Medical Sciences College of Medicine,MD,https://medicine.uams.edu/wp-content/uploads/2021/08/2107078-COM-admissions-guide-2022_WEB.pdf,2107078-COM-admissions-guide-2022_WEB.pdf,pdf_report,medicine.uams.edu,official_school_domain,1.00,fetched,accepted,2023,accepted students,official_published_mean,509,average,3.84,average,,2021 FRESHMEN SNAPSHOT Average GPA of those accepted: 3.84 Average MCAT of those accepted: 509 Average age of those accepted: 23; age range 20-33 82% of Freshmen received their undergraduate degree from Arkansas colleges 44% of those accepted majored in Biology; followed by 2021 FRESHMEN SNAPSHOT Average GPA of those accepted: 3.84 Average MCAT of those accepted: 509 Average age of those accepted: 23; age range 20-33 82% of Freshmen received their undergraduate degree from Arkansas colleges 44% of those acce,,2026-06-09,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_university_of_california_davis_school_of_medicine_davis_california,"University of California, Davis School of Medicine",MD,http://www.ucdmc.ucdavis.edu/mdprogram/admissions/index.html,University of California - Davis School of Medicine,admissions_page,ucdmc.ucdavis.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_california_davis_school_of_medicine_davis_california,"University of California, Davis School of Medicine",MD,http://www.ucdmc.ucdavis.edu/media-resources/medical-school/documents/pdfs/school-of-medicine-demographics-class-of-2029-FINAL.pdf,school-of-medicine-demographics-class-of-2029-FINAL.pdf,annual_report,ucdmc.ucdavis.edu,official_school_domain,1.00,fetched,accepted,2029,official published school profile,official_published_mean,511,average,3.71,average,,"-4800 | Fax: 916-734-7055 | somadmissions@health.ucdavis.edu medschool.ucdavis.edu 25-0621 (12/25) METRIC AVERAGES ■ Overall GPA 3.71 ■ Undergraduate GPA 3.81 ■ Science GPA 3.63 ■ MCAT 511 ■ Percentile 78.5% ACTIVITY AVERAGES ■ Research hours 1,304 ■ Medical employment hours 2,843 ■ Medical volunteer hours 514 ■ Non-medical volunteer hours 589 UNDERGRADUATE INSTITUT ons | 4610 X St., Suite 1202, Sacramento, CA 95817 Tel: 916-734-4800 | Fax: 916-734-7055 | somadmissions@health.ucdavis.edu medschool.ucdavis.edu 25-0621 (12/25) METRIC AVERAGES ■ Overall GPA 3.71 ■ Undergraduate GPA 3.81 ■ Science GPA 3.63 ■ MCAT 511 ■ Percentile 78.5% ACTIVITY AVERAGES ■ Research hours 1,304 ■ Medical employmen",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_university_of_california_irvine_school_of_medicine_irvine_california,"University of California, Irvine School of Medicine",MD,http://www.meded.uci.edu/admissions/class-statistics/,Medical Education | UC Irvine School of Medicine Open Menu Close Menu,annual_report,meded.uci.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_california_irvine_school_of_medicine_irvine_california,"University of California, Irvine School of Medicine",MD,http://www.meded.uci.edu/admissions/entering-class-statistics/,Medical Education | UC Irvine School of Medicine Open Menu Close Menu,annual_report,meded.uci.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_california_irvine_school_of_medicine_irvine_california,"University of California, Irvine School of Medicine",MD,http://www.meded.uci.edu/admissions/index.asp,University of California - Irvine School of Medicine,admissions_page,meded.uci.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_california_riverside_school_of_medicine_riverside_california,"University of California, Riverside School of Medicine",MD,http://medschool.ucr.edu/admissions/,University of California - Riverside School of Medicine,admissions_page,medschool.ucr.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",MD,http://meded.ucsd.edu/asa/admissions/,University of California - San Diego School of Medicine,admissions_page,meded.ucsd.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_california_san_francisco_school_of_medicine_san_francisco_californ,"University of California, San Francisco School of Medicine",MD,http://meded.ucsf.edu/admissions,University of California - San Francisco School of Medicine,admissions_page,meded.ucsf.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,MD,https://med.ucf.edu/about/annual-report/,Annual Report - College of Medicine,annual_report,med.ucf.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,MD,https://med.ucf.edu/about/college-facts/,College Facts - College of Medicine,annual_report,med.ucf.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,MD,https://med.ucf.edu/admissions/,University of Central Florida College of Medicine,admissions_page,med.ucf.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,MD,https://med.ucf.edu/media/2013/07/COM_annual_report_073.jpg,COM_annual_report_073.jpg,annual_report,med.ucf.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,MD,https://med.ucf.edu/media/2013/10/COM_annual_report_030.jpg,COM_annual_report_030.jpg,annual_report,med.ucf.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
