source_key,source_name,source_url,pdf_file,source_row_number,stream_index,row_y,state,school_name_raw,school_name_clean,mission_statement,notes
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,11,8,454.122,CA,Kaiser Permanente Bernard J. Tyson School of Medicine,Kaiser Permanente Bernard J. Tyson School of Medicine,"The Kaiser Permanente Bernard J. Tyson School of Medicine strives to provide a world- class education for every one of our students. We aim to ignite a passion for lifelong learning, a desire to serve patients, and an unwavering commitment to improve the health and well-being of communities.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,12,8,429.114,CA,Keck School of Medicine of the University of Southern California,Keck School of Medicine of the University of Southern California,"Our mission is to ignite discovery through education, research and patient care, optimizing health for individuals, our diverse communities and society as a whole.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,13,8,377.106,CA,Loma Linda University School of Medicine,Loma Linda University School of Medicine,"The mission of the School of Medicine is to continue the teaching and healing ministry of Jesus Christ. Our overriding purpose is to foster the formation of Christian physicians, providing whole-person care to individuals, families, and communities. Fulfilling this responsibility requires education, research, service, developing the whole person, and reaching the world.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,14,8,334.097,CA,Stanford University School of Medicine,Stanford University School of Medicine,"MD Program Mission Statement To inspire and prepare a diverse group of exceptional physician scientists, scholars, and leaders to transform human health across all communities through pioneering research and discovery, innovative education, and compassionate patient-centered healthcare.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,15,10,257.155,CA,"University of California, Davis, School of Medicine","University of California, Davis, School of Medicine","Transforming lives by improving health through the combined power of education, research, clinical care, and community. Here our some ways we put our mission into ACTION: Admissions Practices/Priorities-The Office of Admissions conducts holistic training for all individuals involved in admissions, emphasizing their responsibilities, need for confidentiality and other topics including implicit association (bias) and other key factors influencing admissions decisions. All participants take a university provided training related to diversity and inclusion, implicit bias, and anti-racism. UC Davis utilizes a socio- economic disadvantaged score, based on AMCAS information, to attach a numeric value to each applicant ’ s perseverance, grit, and distance traveled, which becomes part of the holistic admission evaluation. Beginning in 2009 , UC Davis has implemented several successful strategies to support enrollment of students from traditionally underrepresented in medicine groups and those who plan to work in medically underserved areas. Students can apply to enroll in: Accelerated Competency-based Education in Primary Care (ACE- PC), a three-year M.D. program designed with Kaiser Permanente to bolster the primary care workforce in California; TEACH-MS, Transforming Education and Community Health for Medical Students, geared for students who want to work in urban underserved areas; REACH, or Reimagining Education to Advance central California Health, for students aspiring to work in the Central Valley; the Rural Program in Medical Education focusing on closing workforce shortages in rural areas of northern California; and Tribal Health PRIME, designed to provide students with the appropriate knowledge and skills to practice medicine in California ’ s urban and rural tribal communities. COMPADRE or California Oregon Medical Partnership to Address Disparities in Rural Education is a bold partnership to address workforce shortages in Oregon and Northern California by connecting students from underserved tribal, rural and urban communities to rewarding medical school and residency experiences throughout the region. Mission-focused Graduates-Over the past 10 years, over 75% of CHS graduates have matched into primary care residencies. In 2024 , US News and World Report ranked UC Davis #4 in the U.S. for Diversity and Tier 1 for Primary Care. Student Life/Support Services-The Office of Student and Resident Diversity supports all students with a focus on groups historically underrepresented in medicine, working to cultivate a safe learning environment in which diversity can be nurtured in an inclusive, accepting and productive manner. This unit is lead by our newly appointed Associate Dean for Diverse and Inclusive Education and Associate Dean for Diverse and Inclusive Learning Communities. The Office of Student Learning and Educational Resources is a comprehensive academic support unit providing assistance to students in developing learning strategies that support their academic success and promote life-long learning. The Office of Student Wellness develops and implements medical student wellness initiatives, fostering collaborations that will lead to a culture of excellence and well-being. The Academic Coaching Program utilizes clinical faculty to anchor and guide students throughout their medical school journey. Coaches help students understand the culture of medicine, their contribution to it, and how to identify and achieve their goals.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,16,10,214.147,CA,"University of California, Irvine, School of Medicine","University of California, Irvine, School of Medicine","Mission Statement: Discover - Teach - Heal Vision Statement: Powered by discovery and inclusive excellence, UCI School of Medicine will advance individual and population health.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,17,10,108.139,CA,"University of California, Los Angeles David Geffen School of Medicine","University of California, Los Angeles David Geffen School of Medicine","We are a groundbreaking community of problem solvers, caregivers, innovators, and lifelong learners with a noble mission - to heal humankind by delivering leading-edge research, education, patient care, and community engagement. We represent a diverse and collaborative community of innovators, educators, healthcare providers, and life-long learners who are also committed to o Create world leaders in health and science o Discover the basis for health and cures for disease o Optimize health through community partnerships o Heal humankind one patient at a time",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,18,10,56.130,CA,"University of California, Riverside School of Medicine","University of California, Riverside School of Medicine","The mission of the UCR School of Medicine is to improve the health of the people of California and, especially, to serve Inland Southern California by training a diverse workforce of physicians and by developing innovative research and health care delivery programs that will improve the health of the medically underserved in the region and become models to be emulated throughout the state and nation.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,19,12,617.155,CA,"University of California, San Diego School of Medicine","University of California, San Diego School of Medicine","The mission of the UC San Diego School of Medicine is to provide skilled, compassionate physicians well-trained to practice medicine who are sensitive to the needs of the special populations of our region and the nation. In addition, we strive to build on our exceptional biomedical, behavioral and health services research strengths to extend the boundaries of the art and science of medicine through continued research and the preparation of future academicians. In these ways, we also strive to improve the overall health of the population.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,20,12,421.147,CA,"University of California, San Francisco, School of Medicine","University of California, San Francisco, School of Medicine","UC San Francisco (UCSF) is the leading university dedicated to advancing health worldwide through preeminent biomedical research, graduate-level education in the life sciences and health professions, and excellence in patient care. Within our overarching advancing health worldwide mission, UCSF is devoted at every level to serving the public. UCSF ’ s commitment to public service dates to the founding of its predecessor institution, Toland Medical College, in 1864 . Born out of the overcrowded and unsanitary conditions of Gold Rush-era San Francisco, Toland Medical College trained doctors to elevate the standards of public health in the burgeoning city. By 1873 , the University of California acquired the college and forged a partnership with San Francisco General Hospital that continues to this day and serves as a model for delivering leading-edge care at a public safety-net hospital. Today UCSF ’ s public mission goes beyond San Francisco and delivers a substantial impact on a national and global level by innovating health care approaches for the world ’ s most vulnerable populations, training the next generation of doctors, nurses, dentists, pharmacists and scientists; supporting elementary and high school education; and translating scientific discoveries into better health for everyone.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,21,12,270.139,CO,University of Colorado School of Medicine,University of Colorado School of Medicine,"The mission of the University of Colorado School of Medicine is to provide Colorado, the nation and the world with programs of excellence in: Education: through the provision of educational programs to medical students, allied health students, graduate students, graduate medical education residents and fellows, practicing health professionals and the public at large; Research: through the development of new knowledge in the basic and clinical sciences, as well as in health policy and health care education; Clinical care: through state-of-the-art clinical programs which reflect the unique educational environment of the University, as well as the needs of the patients it serves, and; Community service: through sharing the School's expertise and knowledge to enhance the broader community, including our affiliated institutions, other health care professionals, alumni and other colleagues, and citizens of the state.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,22,12,218.130,CT,Frank H. Netter MD School of Medicine at Quinnipiac University,Frank H. Netter MD School of Medicine at Quinnipiac University,"The Frank H. Netter MD School of Medicine is dedicated to educating current and future physicians to serve our community, as well as our profession. We accomplish this goal in a student-centered, collaborative environment that values compassionate care, integrity and inclusivity, academic excellence and scholarship, adaptability and social responsibility.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,23,12,184.122,CT,University of Connecticut School of Medicine,University of Connecticut School of Medicine,"The mission of the UConn School of Medicine is innovation, discovery and education. We train the next generation of medical students, residents, specialty fellows, and clinical practitioners in an environment of exemplary patient care, research, and public service.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,24,12,132.114,CT,Yale School of Medicine,Yale School of Medicine,"Yale School of Medicine educates and nurtures creative leaders in medicine and science, promoting curiosity and critical inquiry in an inclusive environment enriched by diversity. We advance discovery and innovation fostered by partnerships across the University, our local community, and the world. We care for patients with compassion, and commit to improving the health of all people.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,25,14,527.155,DC,George Washington University School of Medicine & Health Sciences,George Washington University School of Medicine & Health Sciences,"The George Washington University School of Medicine and Health Sciences is dedicated to improving the health of our local, national, and global communities by: Educating a diverse workforce of tomorrow's leaders in medicine, science, and health sciences. Healing through innovative and compassionate care. Advancing biomedical, translational, and health services delivery research with an emphasis on multidisciplinary collaboration. Promoting a culture of excellence through inclusion, service, and advocacy. As a globally recognized academic medical center, GW embraces the challenge of eliminating health disparities and transforming health care to enrich and improve the lives of those we serve.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,26,16,104.155,DC,Georgetown University School of Medicine,Georgetown University School of Medicine,"Georgetown University School of Medicine is heir to the Jesuit traditions of care of the sick and commitment to service and social justice. The School embodies the university ’ s dedication to the pursuit of knowledge in service to others through excellence in clinical care, scientific discovery, and the formation of physician-healers. The Georgetown medical experience is grounded in Cura Personalis, care for the whole person encompassing psychological, spiritual, social, and physical well-being. Within an environment integrating rigorous scientific inquiry and compassionate clinical practice, students develop the intellectual, ethical, and professional foundations required to become clinically excellent physicians, innovative scientists, and advocates for underserved communities. Georgetown ’ s educational mission is strengthened by a culture of research and scholarship. Dual-degree opportunities, including MD-PhD programs in neuroscience, tumor biology, bioethics, and related biomedical sciences, prepare physician-scientists to advance discovery while improving patient care. Clinical education occurs through Georgetown ’ s partnership with MedStar Health across diverse, high-acuity training environments including MedStar Georgetown University Hospital and MedStar Washington Hospital Center. Students gain experience in oncology, orthopedics, neuroscience, gastroenterology, trauma surgery, transplantation, and complex multidisciplinary care. The MedStar Georgetown Transplant Institute provides exposure to advanced multi-organ and intestinal transplantation and highly specialized medical and surgical care. This rigorous clinical training fosters analytical thinking, sound clinical judgment, and evidence-based decision-making while emphasizing compassionate, whole-person care grounded in Jesuit values. Graduates emerge prepared to serve individual patients and advocate for communities with unmet healthcare needs. Georgetown University School of Medicine seeks applicants committed to becoming physician-healers, scientists, and advocates. Service to the underserved remains central to the admissions philosophy and reflective of the Jesuit mission. Independent Scholarly Project (ISP) All medical students complete an Independent Scholarly Project (ISP), a mentored scholarly experience in which students investigate original questions across clinical, translational, educational, or basic science disciplines. The ISP strengthens skills in critical analysis, scientific communication, and evidence-based medicine while reinforcing Georgetown ’ s commitment to discovery in service of patient care. Racial Justice Committee for Change (RJCC) Guided by commitments to racial justice and health equity, Georgetown supports efforts to eliminate racism across the School of Medicine and medical center. The Racial Justice Committee for Change, composed of students, faculty, and staff, advances sustainable initiatives promoting equity and inclusion in medical education and healthcare delivery. Curriculum Georgetown ’ s holistic curriculum reflects its Catholic and Jesuit heritage and commitment to social justice. Critical thinking, cognitive integration, and lifelong learning guide curricular design. Cura Personalis unites longitudinal instruction in clinical skills, communication, ethics, and professional identity formation. Community Service Students complete a minimum of 20 hours of community service prior to graduation, reflecting Georgetown ’ s commitment to service and individualized attention to community needs beyond clinical training. Student Life and Support Services Located in Washington, D.C., Georgetown provides a dynamic environment supporting leadership, advocacy, and interdisciplinary collaboration while ensuring access to educational, spiritual, psychological, and medical resources that promote student well- being.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,27,16,52.147,DC,Howard University College of Medicine,Howard University College of Medicine,Howard University College of Medicine provides students of high academic potential with a medical education of exceptional quality and prepares physicians and other health care professionals to serve the underserved. Particular focus is on the education of disadvantaged students for careers in medicine. Special attention is directed to teaching and research activities that address health care disparities.,
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,28,18,617.155,FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Charles E. Schmidt College of Medicine at Florida Atlantic University,"Our mission extends beyond training the next generation of physicians - we aim to transform healthcare delivery in South Florida and beyond. We will achieve this through our commitment to innovative medical education, groundbreaking research, and exceptional patient care. By fostering an environment that encourages scientific discovery and clinical excellence, with a focus on evidence-based care, we prepare our learners to become not just skilled physicians, but healthcare leaders who will shape the future of medicine.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,29,18,574.147,FL,Florida International University Herbert Wertheim College of Medicine,Florida International University Herbert Wertheim College of Medicine,"The Herbert Wertheim College of Medicine develops highly qualified, community-engaged, socially accountable health care professionals and serves our region, our nation and the greater world through transformative translational research, medical education and clinical programs that drive forward innovations in health care.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,30,18,531.139,FL,Florida State University College of Medicine,Florida State University College of Medicine,"The Florida State University College of Medicine will educate and develop exemplary physicians who practice patient-centered health care, discover and advance knowledge, and are responsive to community needs, especially through service to elder, rural, minority, and underserved populations.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,31,18,488.130,FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,"Our mission at Nova Southeastern University's Dr. Kiran C. Patel College of Allopathic Medicine (NSU MD) is to advance human health through innovation in medical education, research, patient care, and community engagement. We will achieve our mission with an approach centered on the patient, the student, and the community.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,32,18,427.122,FL,University of Central Florida College of Medicine,University of Central Florida College of Medicine,"The University of Central Florida College of Medicine educates and inspires individuals to be exemplary physicians and scientists, leaders in medicine, scholars in discovery, and adopters of innovative technology to improve the health and well-being of all. Our patient-centered mission is achieved by outstanding medical care and services, groundbreaking research, and leading-edge medical and biomedical education in a diverse environment.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,33,20,194.155,FL,University of Florida College of Medicine,University of Florida College of Medicine,"The UF College of Medicine strives to improve health care in Florida, our nation, and the world through excellence, superior leadership in education, clinical care, discovery, and service. We advance our mission through a curriculum and learning environment focused on training our students above all to care deeply and well for their patients and for each other. Six core competencies guide the training, assessment and feedback students can expect: medical knowledge, patient care, systems-based practice, professionalism, communication and practice-based guided learning and improvement. Our curriculum organizes the acquisition of medical knowledge and skills using a systems-based approach that integrates basic sciences, clinical sciences, health systems, social sciences, and wellbeing. Faculty nurture students ’ professional identity through structured encounters with standardized patients, longitudinal mentorship both individually and in teams and immersion in real world scenarios. We intend for all of our students to become well- rounded leaders in patient advocacy. UF Health ’ s wide service area promotes health systems-informed practice and an interdisciplinary, team-based culture. Students have easy access to mentors and teachers in over 100 primary care, advanced specialty and subspecialty services. In addition, our students learn from and practice with social services professionals, attending faculty, trainees and patients, among other team members, to coordinate care, problem-solve and improve patient outcomes. The full campus in Gainesville includes Shands Hospital, a quaternary care facility which serves as UF ’ s main teaching hospital and five co-located affiliate hospitals including a Veterans Affairs hospital and children ’ s hospital, six health professions colleges and ten research centers/institutes. UF Health Jacksonville, now a regional campus for clerkship years, offers a downtown training hospital and multiple inpatient and outpatient practices serving patients throughout North Florida and South Georgia. We also encourage our students to participate in research and discovery across our academic and clinical enterprises. Eleven scholarly tracks offer short and long term research opportunities. A program based on care will not succeed without an environment that also cares for students. Robust student services include a full-time counselor, full-time learning specialist, structured peer-to-peer mentoring program, wellness curriculum and multiple mechanisms for students to contribute to ongoing program improvement. Our mission informs an admissions practice that seeks those who are not only academically accomplished but medically informed and who exhibit throughout the application a genuine drive to learn, work and serve in intra- and interdisciplinary teams. Successful candidates demonstrate a desire to grow and be challenged personally, academically and professionally. In evaluating the application and interview, we credit the myriad ways that individuals acquire and demonstrate the character, preparation, resilience and skills that contribute to transforming good medical students into excellent physicians. We evaluate the competencies we seek in part by asking applicants to reflect on how their personal values intersect with medicine and to attempt to think like a physician by responding to the narrative of a real patient encounter. As our curriculum emphasizes exceptional patient care within a setting that prioritizes community and student support, the personal attributes that applicants demonstrate are key as we consider who will thrive in and enhance our community. We evaluate these in the written application by way of the quality and consistency of essays, experiences, and letters of recommendation. During the interview phase we conduct one-on-one conversational interviews and incorporate our students and faculty throughout our interview day to introduce future students to our community.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,34,20,133.147,FL,University of Miami Leonard M. Miller School of Medicine,University of Miami Leonard M. Miller School of Medicine,"The University of Miami Miller School of Medicine ’ s mission is to provide state-of-the-art, translational and evidence-based information to enhance the quality of education, research, and clinical practice, to foster professional growth, to stimulate intellectual (academic) curiosity, and to promote excellence in the delivery of health care in South Florida and internationally. These educational activities will be relevant to medical knowledge, clinical performance, soundly performed research and/or patient outcomes.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,35,20,90.139,FL,USF Health Morsani College of Medicine,USF Health Morsani College of Medicine,"The mission of the MD medical education program at the Morsani College of Medicine is to provide for the education of students through the creation of a scholarly environment that fosters excellence in the lifelong goals of education, research activity, and compassionate patient care.",
aamc_msar_mission_statement,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/02_msar007-msar-mission-statement.pdf,36,22,545.155,GA,Emory University School of Medicine,Emory University School of Medicine,"We are committed to recruiting and developing a class of students with the potential to become innovative leaders in biomedical science, public health, medical education, and clinical care. We foster a culture that integrates leading-edge basic, translational, and clinical research to further the ability to deliver quality health care, predict illness, treat the sick, and promote the health of our patients and our communities. Our mission objectives are as follows: -Provide outstanding educational programs for medical and graduate students and healthcare professionals -Develop outstanding lifelong learners who will provide the highest quality compassionate care and will serve the needs of their communities in the best traditions of our profession -Conduct innovative and collaborative research and integrate this knowledge into the practice of medicine -Advance the early detection, treatment, and prevention of disease -Ensure the highest ethical and professional standards in all endeavors",
