source_key,source_name,source_url,source_row_number,category,school_name_raw,school_name_clean,requirement_type,link_text,requirement_url_raw,requirement_url,is_missing_placeholder,placeholder_title,notes
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,9,USA MD,Baylor,Baylor,MD,MD Requirements,https://www.bcm.edu/about-us/alumni/resources-services/admission-referrals,https://www.bcm.edu/about-us/alumni/resources-services/admission-referrals,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,9,USA MD,Baylor,Baylor,MD-PhD,MD-PhD Requirements,https://www.bcm.edu/education/education-programs/md-phd-program/admissions,https://www.bcm.edu/education/education-programs/md-phd-program/admissions,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,10,USA MD,Belmont University,Belmont University,MD,MD Requirements,https://www.belmont.edu/medicine/admissions/application.html,https://www.belmont.edu/medicine/admissions/application.html,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,10,USA MD,Belmont University,Belmont University,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,11,USA MD,Boston University,Boston University,MD,MD Requirements,https://www.bumc.bu.edu/busm/admissions/application-process/requirements,https://www.bumc.bu.edu/busm/admissions/application-process/requirements,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,11,USA MD,Boston University,Boston University,MD-PhD,MD-PhD Requirements,https://www.bumc.bu.edu/mdphd/admissions/application-information/applicant-requirements/,https://www.bumc.bu.edu/mdphd/admissions/application-information/applicant-requirements/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,12,USA MD,Brown University,Brown University,MD,MD Requirements,https://admission.med.brown.edu/about/,https://admission.med.brown.edu/about/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,12,USA MD,Brown University,Brown University,MD-PhD,MD-PhD Requirements,https://admission.med.brown.edu/about/,https://admission.med.brown.edu/about/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,13,USA MD,University at Buffalo,University at Buffalo,MD,MD Requirements,https://medicine.buffalo.edu/education/md/admissions/admission_requirements.html,https://medicine.buffalo.edu/education/md/admissions/admission_requirements.html,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,13,USA MD,University at Buffalo,University at Buffalo,MD-PhD,MD-PhD Requirements,https://medicine.buffalo.edu/education/mdphd/apply/requirements.html,https://medicine.buffalo.edu/education/mdphd/apply/requirements.html,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,14,USA MD,California Northstate University,California Northstate University,MD,MD Requirements,https://medicine.cnsu.edu/admissions/steps.php,https://medicine.cnsu.edu/admissions/steps.php,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,14,USA MD,California Northstate University,California Northstate University,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,15,USA MD,California University of Science and Medicine,California University of Science and Medicine,MD,MD Requirements,https://www.cusm.org/school-of-medicine/admissions/requirements.php,https://www.cusm.org/school-of-medicine/admissions/requirements.php,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,15,USA MD,California University of Science and Medicine,California University of Science and Medicine,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,16,USA MD,Universidad Central del Caribe,Universidad Central del Caribe,MD,MD Requirements,https://www.uccaribe.edu/som/medicine/admission-requirements-3/,https://www.uccaribe.edu/som/medicine/admission-requirements-3/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,16,USA MD,Universidad Central del Caribe,Universidad Central del Caribe,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,17,USA MD,Carle Illinois,Carle Illinois,MD,MD Requirements,https://medicine.illinois.edu/admissions/before-you-apply,https://medicine.illinois.edu/admissions/before-you-apply,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,17,USA MD,Carle Illinois,Carle Illinois,MD-PhD,MD-PhD Requirements,#,,TRUE,We do not currently have the requirements for this program. Please send us the link for this program at admin@cycletrack.org.,MD-PhD requirement link missing or placeholder
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,18,USA MD,Case Western Reserve,Case Western Reserve,MD,MD Requirements,https://case.edu/medicine/md/admission/admission-requirements/letters-recommendation,https://case.edu/medicine/md/admission/admission-requirements/letters-recommendation,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,18,USA MD,Case Western Reserve,Case Western Reserve,MD-PhD,MD-PhD Requirements,https://case.edu/medicine/mstp/admissions/admissions-procedure,https://case.edu/medicine/mstp/admissions/admissions-procedure,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,19,USA MD,Central Michigan University,Central Michigan University,MD,MD Requirements,https://www.cmich.edu/academics/colleges/college-of-medicine/education/md/admissions/prospective/req,https://www.cmich.edu/academics/colleges/college-of-medicine/education/md/admissions/prospective/req,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,19,USA MD,Central Michigan University,Central Michigan University,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,20,USA MD,Charles R. Drew University of Medicine and Science,Charles R. Drew University of Medicine and Science,MD,MD Requirements,#,,TRUE,We do not currently have the requirements for this program. Please send us the link for this program at admin@cycletrack.org.,MD requirement link missing or placeholder
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,20,USA MD,Charles R. Drew University of Medicine and Science,Charles R. Drew University of Medicine and Science,MD-PhD,,,,TRUE,,MD requirement link missing or placeholder; MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,21,USA MD,Charles R. Drew/UCLA Medical Education Program,Charles R. Drew/UCLA Medical Education Program,MD,MD Requirements,#,,TRUE,We do not currently have the requirements for this program. Please send us the link for this program at admin@cycletrack.org.,MD requirement link missing or placeholder
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,21,USA MD,Charles R. Drew/UCLA Medical Education Program,Charles R. Drew/UCLA Medical Education Program,MD-PhD,,,,TRUE,,MD requirement link missing or placeholder; MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,22,USA MD,University of Chicago,University of Chicago,MD,MD Requirements,https://pritzker.uchicago.edu/admissions/admissions-process,https://pritzker.uchicago.edu/admissions/admissions-process,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,22,USA MD,University of Chicago,University of Chicago,MD-PhD,MD-PhD Requirements,https://pritzker.uchicago.edu/mstp-prospective-students,https://pritzker.uchicago.edu/mstp-prospective-students,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,23,USA MD,University of Cincinnati,University of Cincinnati,MD,MD Requirements,https://med.uc.edu/admissions/medical-student-admissions/how-to-apply/overview,https://med.uc.edu/admissions/medical-student-admissions/how-to-apply/overview,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,23,USA MD,University of Cincinnati,University of Cincinnati,MD-PhD,MD-PhD Requirements,https://med.uc.edu/admissions/medical-student-admissions/how-to-apply/overview,https://med.uc.edu/admissions/medical-student-admissions/how-to-apply/overview,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,24,USA MD,City University of New York,City University of New York,MD,MD Requirements,,,TRUE,,MD requirement link missing or placeholder
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,24,USA MD,City University of New York,City University of New York,MD-PhD,,,,TRUE,,MD requirement link missing or placeholder; MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,25,USA MD,Cleveland Clinic Lerner,Cleveland Clinic Lerner,MD,MD Requirements,https://my.clevelandclinic.org/lerner-college-medicine/admissions/how-to-apply#letters-of-recommendation-tab,https://my.clevelandclinic.org/lerner-college-medicine/admissions/how-to-apply#letters-of-recommendation-tab,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,25,USA MD,Cleveland Clinic Lerner,Cleveland Clinic Lerner,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,26,USA MD,University of Colorado,University of Colorado,MD,MD Requirements,https://medschool.cuanschutz.edu/education/md-admissions/requirements,https://medschool.cuanschutz.edu/education/md-admissions/requirements,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,26,USA MD,University of Colorado,University of Colorado,MD-PhD,MD-PhD Requirements,https://medschool.cuanschutz.edu/mstp/admissions/process,https://medschool.cuanschutz.edu/mstp/admissions/process,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,27,USA MD,Columbia University,Columbia University,MD,MD Requirements,https://www.vagelos.columbia.edu/education/academic-programs/md-program/admissions/apply/application-requirements,https://www.vagelos.columbia.edu/education/academic-programs/md-program/admissions/apply/application-requirements,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,27,USA MD,Columbia University,Columbia University,MD-PhD,MD-PhD Requirements,#,,TRUE,We do not currently have the requirements for this program. Please send us the link for this program at admin@cycletrack.org.,MD-PhD requirement link missing or placeholder
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,28,USA MD,University of Connecticut,University of Connecticut,MD,MD Requirements,https://medicine.uconn.edu/admissions/applying-to-the-md-or-md-mba-programs/,https://medicine.uconn.edu/admissions/applying-to-the-md-or-md-mba-programs/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,28,USA MD,University of Connecticut,University of Connecticut,MD-PhD,MD-PhD Requirements,https://medicine.uconn.edu/admissions/applying-to-the-mdph-d-program/,https://medicine.uconn.edu/admissions/applying-to-the-mdph-d-program/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,29,USA MD,Rowan University,Rowan University,MD,MD Requirements,https://cmsru.rowan.edu/students/admissions/letterofrecommendation.php,https://cmsru.rowan.edu/students/admissions/letterofrecommendation.php,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,29,USA MD,Rowan University,Rowan University,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,30,USA MD,Cornell University,Cornell University,MD,MD Requirements,https://medicaleducation.weill.cornell.edu/admissions/faqs,https://medicaleducation.weill.cornell.edu/admissions/faqs,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,30,USA MD,Cornell University,Cornell University,MD-PhD,MD-PhD Requirements,https://mdphd.weill.cornell.edu/admissions/admissions-faqs,https://mdphd.weill.cornell.edu/admissions/admissions-faqs,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,31,USA MD,Creighton University,Creighton University,MD,MD Requirements,https://www.creighton.edu/medicine/programs/medicine-md/application-process,https://www.creighton.edu/medicine/programs/medicine-md/application-process,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,31,USA MD,Creighton University,Creighton University,MD-PhD,MD-PhD Requirements,https://www.creighton.edu/medicine/programs/medicine-md/application-process,https://www.creighton.edu/medicine/programs/medicine-md/application-process,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,32,USA MD,Dartmouth College,Dartmouth College,MD,MD Requirements,https://geiselmed.dartmouth.edu/admissions/applying/faq/,https://geiselmed.dartmouth.edu/admissions/applying/faq/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,32,USA MD,Dartmouth College,Dartmouth College,MD-PhD,MD-PhD Requirements,#,,TRUE,We do not currently have the requirements for this program. Please send us the link for this program at admin@cycletrack.org.,MD-PhD requirement link missing or placeholder
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,33,USA MD,Drexel University,Drexel University,MD,MD Requirements,https://drexel.edu/medicine/academics/md-program/md-program-admissions/application-process/#SupportingMaterials,https://drexel.edu/medicine/academics/md-program/md-program-admissions/application-process/#SupportingMaterials,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,33,USA MD,Drexel University,Drexel University,MD-PhD,MD-PhD Requirements,https://drexel.edu/medicine/academics/dual-degree-programs/md-phd/frequently-asked-questions/,https://drexel.edu/medicine/academics/dual-degree-programs/md-phd/frequently-asked-questions/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,34,USA MD,Duke University,Duke University,MD,MD Requirements,https://medschool.duke.edu/education/health-professions-education/doctor-medicine-md-program/admissions/admissions-process-4,https://medschool.duke.edu/education/health-professions-education/doctor-medicine-md-program/admissions/admissions-process-4,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,34,USA MD,Duke University,Duke University,MD-PhD,MD-PhD Requirements,https://medschool.duke.edu/education/health-professions-education/medical-scientist-training-program/mstp-admissions,https://medschool.duke.edu/education/health-professions-education/medical-scientist-training-program/mstp-admissions,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,35,USA MD,East Carolina University,East Carolina University,MD,MD Requirements,https://medicine.ecu.edu/admissions/faqs/,https://medicine.ecu.edu/admissions/faqs/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,35,USA MD,East Carolina University,East Carolina University,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,36,USA MD,East Tennessee State University,East Tennessee State University,MD,MD Requirements,https://www.etsu.edu/com/sa/admissions/requirements/applicationinfo.php,https://www.etsu.edu/com/sa/admissions/requirements/applicationinfo.php,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,36,USA MD,East Tennessee State University,East Tennessee State University,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,37,USA MD,Eastern Virginia Medical School,Eastern Virginia Medical School,MD,MD Requirements,https://www.evms.edu/education/medical_programs/doctor_of_medicine/application_process/,https://www.evms.edu/education/medical_programs/doctor_of_medicine/application_process/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,37,USA MD,Eastern Virginia Medical School,Eastern Virginia Medical School,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,38,USA MD,Emory University,Emory University,MD,MD Requirements,https://med.emory.edu/education/programs/md/admissions/step5/index.html,https://med.emory.edu/education/programs/md/admissions/step5/index.html,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,38,USA MD,Emory University,Emory University,MD-PhD,MD-PhD Requirements,#,,TRUE,We do not currently have the requirements for this program. Please send us the link for this program at admin@cycletrack.org.,MD-PhD requirement link missing or placeholder
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,39,USA MD,University of Florida,University of Florida,MD,MD Requirements,https://admissions.med.ufl.edu/admission-requirements/regular-admission-requirements,https://admissions.med.ufl.edu/admission-requirements/regular-admission-requirements,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,39,USA MD,University of Florida,University of Florida,MD-PhD,MD-PhD Requirements,https://mdphd.med.ufl.edu/admissions__trashed/how-to-apply/current-student-application-requirements/,https://mdphd.med.ufl.edu/admissions__trashed/how-to-apply/current-student-application-requirements/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,40,USA MD,Florida Atlantic University,Florida Atlantic University,MD,MD Requirements,http://med.fau.edu/admissions/md/reqpro.php,http://med.fau.edu/admissions/md/reqpro.php,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,40,USA MD,Florida Atlantic University,Florida Atlantic University,MD-PhD,MD-PhD Requirements,http://med.fau.edu/admissions/md/mdphd.php,http://med.fau.edu/admissions/md/mdphd.php,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,41,USA MD,Florida International University,Florida International University,MD,MD Requirements,https://medicine.fiu.edu/academics/doctor-of-medicine/admissions/application-process-a-z/,https://medicine.fiu.edu/academics/doctor-of-medicine/admissions/application-process-a-z/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,41,USA MD,Florida International University,Florida International University,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,42,USA MD,Florida State University,Florida State University,MD,MD Requirements,https://med.fsu.edu/mdAdmissions/admissionRequirements,https://med.fsu.edu/mdAdmissions/admissionRequirements,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,42,USA MD,Florida State University,Florida State University,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,43,USA MD,Geisinger Commonwealth School of Medicine,Geisinger Commonwealth School of Medicine,MD,MD Requirements,https://www.geisinger.edu/education/admissions/md-admissions/application-process,https://www.geisinger.edu/education/admissions/md-admissions/application-process,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,43,USA MD,Geisinger Commonwealth School of Medicine,Geisinger Commonwealth School of Medicine,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,44,USA MD,George Washington University,George Washington University,MD,MD Requirements,https://smhs.gwu.edu/academics/md-program/admissions/application-process,https://smhs.gwu.edu/academics/md-program/admissions/application-process,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,44,USA MD,George Washington University,George Washington University,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,45,USA MD,Georgetown University,Georgetown University,MD,MD Requirements,https://som.georgetown.edu/admissions/degrees-and-admissions/md/guide/,https://som.georgetown.edu/admissions/degrees-and-admissions/md/guide/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,45,USA MD,Georgetown University,Georgetown University,MD-PhD,MD-PhD Requirements,https://som.georgetown.edu/admissions/degrees-and-admissions/md/guide/,https://som.georgetown.edu/admissions/degrees-and-admissions/md/guide/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,46,USA MD,Hackensack Meridian School of Medicine,Hackensack Meridian School of Medicine,MD,MD Requirements,https://www.hmsom.org/admissions/requirements/,https://www.hmsom.org/admissions/requirements/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,46,USA MD,Hackensack Meridian School of Medicine,Hackensack Meridian School of Medicine,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,47,USA MD,Harvard Medical School,Harvard Medical School,MD,MD Requirements,https://meded.hms.harvard.edu/admissions-letters-evaluation,https://meded.hms.harvard.edu/admissions-letters-evaluation,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,47,USA MD,Harvard Medical School,Harvard Medical School,MD-PhD,MD-PhD Requirements,https://www.hms.harvard.edu/md_phd/admissions/process.html,https://www.hms.harvard.edu/md_phd/admissions/process.html,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,48,USA MD,University of Hawaii,University of Hawaii,MD,MD Requirements,https://admissions.jabsom.hawaii.edu/faqs/,https://admissions.jabsom.hawaii.edu/faqs/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,48,USA MD,University of Hawaii,University of Hawaii,MD-PhD,MD-PhD Requirements,#,,TRUE,We do not currently have the requirements for this program. Please send us the link for this program at admin@cycletrack.org.,MD-PhD requirement link missing or placeholder
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,49,USA MD,Hofstra University,Hofstra University,MD,MD Requirements,https://medicine.hofstra.edu/admission/md/requirements.html,https://medicine.hofstra.edu/admission/md/requirements.html,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,49,USA MD,Hofstra University,Hofstra University,MD-PhD,MD-PhD Requirements,https://medicine.hofstra.edu/admission/md-phd/how-to-apply.html,https://medicine.hofstra.edu/admission/md-phd/how-to-apply.html,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,50,USA MD,University of Houston,University of Houston,MD,MD Requirements,https://www.uh.edu/medicine/admissions/application-process/,https://www.uh.edu/medicine/admissions/application-process/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,50,USA MD,University of Houston,University of Houston,MD-PhD,,,,TRUE,,MD-PhD requirement cell blank
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,51,USA MD,Howard University,Howard University,MD,MD Requirements,http://medicine.howard.edu/admissions/recommendations,http://medicine.howard.edu/admissions/recommendations,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,51,USA MD,Howard University,Howard University,MD-PhD,MD-PhD Requirements,#,,TRUE,We do not currently have the requirements for this program. Please send us the link for this program at admin@cycletrack.org.,MD-PhD requirement link missing or placeholder
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,52,USA MD,University of Illinois,University of Illinois,MD,MD Requirements,https://medicine.uic.edu/education/md-admissions/faqs/,https://medicine.uic.edu/education/md-admissions/faqs/,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,52,USA MD,University of Illinois,University of Illinois,MD-PhD,MD-PhD Requirements,#,,TRUE,We do not currently have the requirements for this program. Please send us the link for this program at admin@cycletrack.org.,MD-PhD requirement link missing or placeholder
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,53,USA MD,Indiana University,Indiana University,MD,MD Requirements,https://medicine.iu.edu/md/admissions/application-materials,https://medicine.iu.edu/md/admissions/application-materials,FALSE,,
cycletrack_lors,CycleTrack Letters of Recommendation,https://cycletrack.org/lors,53,USA MD,Indiana University,Indiana University,MD-PhD,MD-PhD Requirements,https://medicine.iu.edu/dual-degrees/md-phd/admissions,https://medicine.iu.edu/dual-degrees/md-phd/admissions,FALSE,,
