source_key,source_name,source_url,pdf_file,source_row_number,stream_index,row_y,state,school_name_raw,school_name_clean,address_lines,phone,fax,email,website,contact_raw,notes
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,18,10,65.519,CA,"University of California, Riverside School of Medicine","University of California, Riverside School of Medicine","900 University Ave. | Riverside , CA 92521 USA",(951) 827-4353,(951) 827-4353,medadmissions@ucr.edu,http://medschool.ucr.edu/admissions,"900 University Ave. | Riverside , CA 92521 USA | phone: (951) 827-4353 | fax: (951) 827-4353 | email: medadmissions@ucr.edu | website: http://medschool.ucr.edu/admissions",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,19,12,594.410,CA,"University of California, San Diego School of Medicine","University of California, San Diego School of Medicine","Office of Admissions, 0606 | La Jolla , CA 92093 USA",(858) 534-3880,(858) 534-3880,somadmissions@ucsd.edu,http://meded.ucsd.edu/admissions,"Office of Admissions, 0606 | La Jolla , CA 92093 USA | phone: (858) 534-3880 | fax: (858) 534-3880 | email: somadmissions@ucsd.edu | website: http://meded.ucsd.edu/admissions",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,20,12,490.408,CA,"University of California, San Francisco, School of Medicine","University of California, San Francisco, School of Medicine","UCSF School of Medicine | Box 0408 | San Francisco , CA 94143-0408 USA",(415) 476-4044,(415) 476-4044,admissions@medsch.ucsf.edu,http://meded.ucsf.edu/admissions,"UCSF School of Medicine | Box 0408 | San Francisco , CA 94143-0408 USA | phone: (415) 476-4044 | fax: (415) 476-4044 | email: admissions@medsch.ucsf.edu | website: http://meded.ucsf.edu/admissions",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,21,12,386.405,CO,University of Colorado School of Medicine,University of Colorado School of Medicine,"Office of Student Life (Admissions) | Anschutz Medical Campus | Aurora , CO 80045 USA",(303) 724-8025,(303) 724-8025,SOMAdmin@ucdenver.edu,https://medschool.cuanschutz.edu/,"Office of Student Life (Admissions) | Anschutz Medical Campus | Aurora , CO 80045 USA | phone: (303) 724-8025 | fax: (303) 724-8025 | email: SOMAdmin@ucdenver.edu | website: https://medschool.cuanschutz.edu/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,22,12,282.443,CT,Frank H. Netter MD School of Medicine at Quinnipiac University,Frank H. Netter MD School of Medicine at Quinnipiac University,"275 Mount Carmel Avenue | Hamden , CT 06518-1908 USA",(855) 582-7766,(855) 582-7766,medicine@quinnipiac.edu,https://www.qu.edu/schools/medicine/apply-for-admission/,"275 Mount Carmel Avenue | Hamden , CT 06518-1908 USA | phone: (855) 582-7766 | fax: (855) 582-7766 | email: medicine@quinnipiac.edu | website: https://www.qu.edu/schools/medicine/apply-for-admission/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,23,12,178.441,CT,University of Connecticut School of Medicine,University of Connecticut School of Medicine,"Medical Student Affairs | School of Medicine | Farmington , CT 06030 USA",(860) 679-4713,(860) 679-4713,admissions@uchc.edu,https://medicine.uconn.edu/,"Medical Student Affairs | School of Medicine | Farmington , CT 06030 USA | phone: (860) 679-4713 | fax: (860) 679-4713 | email: admissions@uchc.edu | website: https://medicine.uconn.edu/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,24,12,74.439,CT,Yale School of Medicine,Yale School of Medicine,"367 Cedar Street | Edward S. Harkness Hall D | New Haven , CT 06510 USA",(203) 785-2696,(203) 785-2696,,https://medicine.yale.edu/md-program/admissions/,"367 Cedar Street | Edward S. Harkness Hall D | New Haven , CT 06510 USA | phone: (203) 785-2696 | fax: (203) 785-2696 | website: https://medicine.yale.edu/md-program/admissions/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,25,14,581.450,DC,George Washington University School of Medicine & Health Sciences,George Washington University School of Medicine & Health Sciences,"Office of MD Admissions | Washington , DC 20037 USA",(202) 994-3506,(202) 994-3506,medadmit@gwu.edu,http://smhs.gwu.edu/academics/md/admissions,"Office of MD Admissions | Washington , DC 20037 USA | phone: (202) 994-3506 | fax: (202) 994-3506 | email: medadmit@gwu.edu | website: http://smhs.gwu.edu/academics/md/admissions",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,26,14,477.448,DC,Georgetown University School of Medicine,Georgetown University School of Medicine,"Office of Admissions | Box 571421 | Washington , DC 20057-1421 USA",(202) 687-1154,(202) 687-1154,medicaladmissions@georgetown.edu,http://md.georgetown.edu,"Office of Admissions | Box 571421 | Washington , DC 20057-1421 USA | phone: (202) 687-1154 | fax: (202) 687-1154 | email: medicaladmissions@georgetown.edu | website: http://md.georgetown.edu",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,27,14,373.445,DC,Howard University College of Medicine,Howard University College of Medicine,"Office of Admissions, Office of the Dean | College of Medicine, Room 2310 | Washington , DC 20059 USA",(202) 806-6279,(202) 806-6279,hucmadmissions@howard.edu,https://medicine.howard.edu/admissions,"Office of Admissions, Office of the Dean | College of Medicine, Room 2310 | Washington , DC 20059 USA | phone: (202) 806-6279 | fax: (202) 806-6279 | email: hucmadmissions@howard.edu | website: https://medicine.howard.edu/admissions",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,28,14,269.483,FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Charles E. Schmidt College of Medicine at Florida Atlantic University,"777 Glades Road | Boca Raton , FL 33431 USA",(561) 297-0440,(561) 297-0440,mdadmissions@fau.edu,http://med.fau.edu/admissions,"777 Glades Road | Boca Raton , FL 33431 USA | phone: (561) 297-0440 | fax: (561) 297-0440 | email: mdadmissions@fau.edu | website: http://med.fau.edu/admissions",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,29,14,178.481,FL,Florida International University Herbert Wertheim College of Medicine,Florida International University Herbert Wertheim College of Medicine,"Office of Admissions | Miami , FL 33199 USA",(305) 348-0644,(305) 348-0644,med.admissions@fiu.edu,http://medicine.fiu.edu/,"Office of Admissions | Miami , FL 33199 USA | phone: (305) 348-0644 | fax: (305) 348-0644 | email: med.admissions@fiu.edu | website: http://medicine.fiu.edu/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,30,14,74.479,FL,Florida State University College of Medicine,Florida State University College of Medicine,"Division of Student Affairs and Admissions | 1115 West Call Street | Tallahassee , FL 32306 USA",(850) 644-7904,(850) 644-7904,medadmissions@med.fsu.edu,http://med.fsu.edu/?page=mdAdmissions.home,"Division of Student Affairs and Admissions | 1115 West Call Street | Tallahassee , FL 32306 USA | phone: (850) 644-7904 | fax: (850) 644-7904 | email: medadmissions@med.fsu.edu | website: http://med.fsu.edu/?page=mdAdmissions.home",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,31,16,594.410,FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,"3200 South University Drive | Fort Lauderdale , FL 33328-2018 USA",(954) 262-1535,(954) 262-1535,mdadmissions@nova.edu,,"3200 South University Drive | Fort Lauderdale , FL 33328-2018 USA | phone: (954) 262-1535 | fax: (954) 262-1535 | email: mdadmissions@nova.edu",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,32,16,490.448,FL,University of Central Florida College of Medicine,University of Central Florida College of Medicine,"M.D. Admissions/Suite 115 | Orlando , FL 32827 USA",(407) 266-1350,(407) 266-1350,mdadmissions@ucf.edu,https://med.ucf.edu/,"M.D. Admissions/Suite 115 | Orlando , FL 32827 USA | phone: (407) 266-1350 | fax: (407) 266-1350 | email: mdadmissions@ucf.edu | website: https://med.ucf.edu/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,33,16,386.446,FL,University of Florida College of Medicine,University of Florida College of Medicine,"Office of Admissions | UF Health Sciences Center | Gainesville , FL 32610 USA",(352) 273-7990,(352) 273-7990,med-admissions@ufl.edu,http://admissions.med.ufl.edu,"Office of Admissions | UF Health Sciences Center | Gainesville , FL 32610 USA | phone: (352) 273-7990 | fax: (352) 273-7990 | email: med-admissions@ufl.edu | website: http://admissions.med.ufl.edu",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,34,16,295.444,FL,University of Miami Leonard M. Miller School of Medicine,University of Miami Leonard M. Miller School of Medicine,"Office of Admissions | Miami , FL 33101 USA",(305) 243-3234,(305) 243-3234,med.admissions@miami.edu,https://med.miami.edu,"Office of Admissions | Miami , FL 33101 USA | phone: (305) 243-3234 | fax: (305) 243-3234 | email: med.admissions@miami.edu | website: https://med.miami.edu",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,35,16,191.482,FL,USF Health Morsani College of Medicine,USF Health Morsani College of Medicine,"560 Channelside Dr. MDD 3 | Tampa , FL 33612-4799 USA",(813) 974-2229,(813) 974-2229,md-admissions@health.usf.edu,https://health.usf.edu/,"560 Channelside Dr. MDD 3 | Tampa , FL 33612-4799 USA | phone: (813) 974-2229 | fax: (813) 974-2229 | email: md-admissions@health.usf.edu | website: https://health.usf.edu/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,36,16,87.519,GA,Emory University School of Medicine,Emory University School of Medicine,"100 Woodruff Circle, Suite 231 | Atlanta , GA 30322 USA",(404) 727-5660,(404) 727-5660,medadmiss@emory.edu,http://www.med.emory.edu/prospectives,"100 Woodruff Circle, Suite 231 | Atlanta , GA 30322 USA | phone: (404) 727-5660 | fax: (404) 727-5660 | email: medadmiss@emory.edu | website: http://www.med.emory.edu/prospectives",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,37,18,581.410,GA,Medical College of Georgia at Augusta University,Medical College of Georgia at Augusta University,"Kelli M. Braun, MD, FACOG | Medical College of Georgia, AA 2040 | Augusta , GA 30912 USA",(706) 721-3186,(706) 721-3186,mcgadmissions@augusta.edu,http://www.augusta.edu/mcg/admissions/,"Kelli M. Braun, MD, FACOG | Medical College of Georgia, AA 2040 | Augusta , GA 30912 USA | phone: (706) 721-3186 | fax: (706) 721-3186 | email: mcgadmissions@augusta.edu | website: http://www.augusta.edu/mcg/admissions/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,38,18,477.408,GA,Mercer University School of Medicine,Mercer University School of Medicine,"Office of Admissions | 1550 College Street | Macon , GA 31207 USA",(478) 301-5425,(478) 301-5425,musmadmissions@mercer.edu,https://medicine.mercer.edu/admissions/doctor-of-medicine/,"Office of Admissions | 1550 College Street | Macon , GA 31207 USA | phone: (478) 301-5425 | fax: (478) 301-5425 | email: musmadmissions@mercer.edu | website: https://medicine.mercer.edu/admissions/doctor-of-medicine/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,39,18,373.405,GA,Morehouse School of Medicine,Morehouse School of Medicine,"Admissions and Student Affairs | 720 Westview Drive, S.W. | Atlanta , GA 30310 USA",(404) 752-1650,(404) 752-1512,mdadmissions@msm.edu,http://www.msm.edu/Admissions/index.php,"Admissions and Student Affairs | 720 Westview Drive, S.W. | Atlanta , GA 30310 USA | phone: (404) 752-1650 | fax: (404) 752-1512 | email: mdadmissions@msm.edu | website: http://www.msm.edu/Admissions/index.php",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,40,18,282.444,GA,University of Georgia School of Medicine,University of Georgia School of Medicine,"Athens , GA 30602-5038 USA",() -,() -,,,"Athens , GA 30602-5038 USA | phone: () - | fax: () -",
