source_key,source_name,source_url,source_row_number,school_name_raw,school_name_clean,school_source_url,state,degree_type,average_gpa_raw,average_gpa,average_mcat_raw,average_mcat,minimum_mcat_raw,minimum_mcat,notes
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,20,University of California - San Francisco School of Medicine,University of California - San Francisco School of Medicine,http://meded.ucsf.edu/admissions,California,,3.86,3.86,MCAT - 518,518,MCAT - 518,518,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,21,University of Southern California Keck School of Medicine,University of Southern California Keck School of Medicine,http://keck.usc.edu/education/md-program/admissions/,California,,3.76,3.76,MCAT - 517,517,MCAT - 517,517,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,24,University of Colorado School of Medicine,University of Colorado School of Medicine,http://www.ucdenver.edu/academics/colleges/medicalschool/education/Admissions/Pages/admissions.aspx,Colorado,,3.83,3.83,MCAT - 514,514,MCAT - 514,514,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,26,Quinnipiac University Frank H. Netter MD School of Medicine,Quinnipiac University Frank H. Netter MD School of Medicine,https://www.qu.edu/schools/medicine/admissions.html,Connecticut,,3.68,3.68,MCAT Minimum - 499 MCAT Average - 512,512,MCAT Minimum - 499 MCAT Average - 512,499,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,27,University of Connecticut School of Medicine,University of Connecticut School of Medicine,http://medicine.uconn.edu/admissions/applying-to-the-md-or-md-mba-programs/,Connecticut,,3.82,3.82,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,28,Yale School of Medicine,Yale School of Medicine,http://medicine.yale.edu/education/admissions/,Connecticut,,3.93,3.93,MCAT - 521,521,MCAT - 521,521,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,30,George Washington University School of Medicine and Health Sciences,George Washington University School of Medicine and Health Sciences,http://smhs.gwu.edu/academics/md-program/admissions,District Columbia,,3.78,3.78,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,31,Georgetown University School of Medicine,Georgetown University School of Medicine,https://som.georgetown.edu/prospectivestudents/degrees/md,District Columbia,,3.79,3.79,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,32,Howard University College of Medicine,Howard University College of Medicine,https://medicine.howard.edu/admissions,District Columbia,,3.42,3.42,MCAT - 505,505,MCAT - 505,505,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,34,Florida Atlantic University Charles E. Schmidt College of Medicine,Florida Atlantic University Charles E. Schmidt College of Medicine,http://med.fau.edu/admissions/md/index.php,Florida,,3.8,3.8,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,35,Florida International University Herbert Wertheim College of Medicine,Florida International University Herbert Wertheim College of Medicine,https://medicine.fiu.edu/academics/degrees-and-programs/doctor-of-medicine/admissions/index.html,Florida,,3.79,3.79,MCAT - 511,511,MCAT - 511,511,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,36,Florida State University College of Medicine,Florida State University College of Medicine,http://med.fsu.edu/index.cfm?page=mdAdmissions.home&usemenu=prospectiveStudents,Florida,,3.76,3.76,MCAT - 508,508,MCAT - 508,508,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,37,University of Central Florida College of Medicine,University of Central Florida College of Medicine,https://med.ucf.edu/admissions/,Florida,,3.88,3.88,MCAT - 514,514,MCAT - 514,514,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,38,University of Florida College of Medicine,University of Florida College of Medicine,http://admissions.med.ufl.edu/,Florida,,3.9,3.9,MCAT - 515,515,MCAT - 515,515,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,39,University of Miami Miller School of Medicine,University of Miami Miller School of Medicine,http://admissions.med.miami.edu/md-programs/general-md/,Florida,,3.78,3.78,MCAT - 514,514,MCAT - 514,514,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,40,University of South Florida Health Morsani College of Medicine,University of South Florida Health Morsani College of Medicine,http://health.usf.edu/medicine/mdprogram/mdadmissions/,Florida,,3.78,3.78,MCAT - 517,517,MCAT - 517,517,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,42,Emory University School of Medicine,Emory University School of Medicine,http://med.emory.edu/education/admissions/md/index.html,Georgia,,3.8,3.8,MCAT - 517,517,MCAT - 517,517,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,43,Medical College of Georgia at Augusta University,Medical College of Georgia at Augusta University,http://www.augusta.edu/mcg/admissions/,Georgia,,3.82,3.82,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,44,Mercer University School of Medicine,Mercer University School of Medicine,http://medicine.mercer.edu/admissions/md/,Georgia,,3.73,3.73,MCAT - 504,504,MCAT - 504,504,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,45,Morehouse School of Medicine,Morehouse School of Medicine,http://www.msm.edu/Admissions/doctorofmedicine.php,Georgia,,3.63,3.63,MCAT - 504,504,MCAT - 504,504,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,47,University of Hawaii John A. Burns School of Medicine,University of Hawaii John A. Burns School of Medicine,http://jabsom.hawaii.edu/ed-programs/md-program/admissions-program/,Hawaii,,3.84,3.84,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,50,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Chicago Medical School at Rosalind Franklin University of Medicine & Science,https://www.rosalindfranklin.edu/academics/chicago-medical-school/degree-program/how-to-apply/,Illinois,,374,374,MCAT - 513,513,MCAT - 513,513,parsed GPA outside expected range
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,51,Loyola University of Chicago Stritch School of Medicine,Loyola University of Chicago Stritch School of Medicine,http://ssom.luc.edu/admission/,Illinois,,3.76,3.76,MCAT - 512,512,MCAT - 512,512,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,52,Northwestern University The Feinberg School of Medicine,Northwestern University The Feinberg School of Medicine,http://www.feinberg.northwestern.edu/admissions/index.html,Illinois,,3.91,3.91,MCAT - 520,520,MCAT - 520,520,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,53,Rush Medical College of Rush University,Rush Medical College of Rush University,https://www.rushu.rush.edu/rush-medical-college/doctor-medicine-md-program,Illinois,,3.67,3.67,MCAT - 511,511,MCAT - 511,511,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,54,Southern Illinois University School of Medicine,Southern Illinois University School of Medicine,http://www.siumed.edu/studentaffairs/admissions/home.html,Illinois,,3.81,3.81,MCAT Minimum - 498 MCAT Average - 506,506,MCAT Minimum - 498 MCAT Average - 506,498,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,55,University of Chicago Pritzker School of Medicine,University of Chicago Pritzker School of Medicine,http://pritzker.uchicago.edu/page/admissions,Illinois,,3.93,3.93,MCAT - 521,521,MCAT - 521,521,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,56,University of Illinois College of Medicine,University of Illinois College of Medicine,http://www.medicine.uic.edu/education/m_d_admissions,Illinois,,3.76,3.76,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,58,Indiana University School of Medicine,Indiana University School of Medicine,https://medicine.iu.edu/education/md/admissions/,Indiana,,3.76,3.76,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,60,University of Iowa Carver College of Medicine,University of Iowa Carver College of Medicine,https://medicine.uiowa.edu/md/admission-medical-school-md,Iowa,,3.85,3.85,MCAT - 512,512,MCAT - 512,512,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,62,University of Kansas School of Medicine,University of Kansas School of Medicine,http://www.kumc.edu/school-of-medicine/education/admissions.html,Kansas,,Average - 3.88,3.88,MCAT - 512,512,MCAT - 512,512,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,64,University of Kentucky College of Medicine,University of Kentucky College of Medicine,http://meded.med.uky.edu/medical-school-admissions,Kentucky,,3.81,3.81,MCAT - 508,508,MCAT - 508,508,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,65,University of Louisville School of Medicine,University of Louisville School of Medicine,http://louisville.edu/medicine/admissions,Kentucky,,3.77,3.77,MCAT - 509,509,MCAT - 509,509,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,67,Louisiana State University-New Orleans School of Medicine,Louisiana State University-New Orleans School of Medicine,http://www.medschool.lsuhsc.edu/admissions/,Louisiana,,3.82,3.82,MCAT - 509,509,MCAT - 509,509,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,68,Louisiana State University-Shreveport School of Medicine,Louisiana State University-Shreveport School of Medicine,https://www.lsuhs.edu/our-schools/school-of-medicine,Louisiana,,3.77,3.77,MCAT - 506,506,MCAT - 506,506,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,69,Tulane University School of Medicine,Tulane University School of Medicine,http://www2.tulane.edu/som/admissions/index.cfm,Louisiana,,3.63,3.63,MCAT - 511,511,MCAT - 511,511,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,71,Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,http://www.hopkinsmedicine.org/som/admissions/md/,Maryland,,3.95,3.95,MCAT - 521,521,MCAT - 521,521,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,72,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,https://medschool.usuhs.edu/admissions/application-requirements,Maryland,,3.76,3.76,MCAT - 510,510,MCAT - 510,510,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,73,University of Maryland School of Medicine,University of Maryland School of Medicine,http://www.medschool.umaryland.edu/admissions/MD-Application/,Maryland,,3.83,3.83,MCAT - 514,514,MCAT - 514,514,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,75,Boston University School of Medicine,Boston University School of Medicine,http://www.bumc.bu.edu/busm/admissions/degree-programs/md-program/,Massachusetts,,3.86,3.86,MCAT - 518,518,MCAT - 518,518,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,76,Harvard Medical School,Harvard Medical School,https://hms.harvard.edu/departments/admissions,Massachusetts,,3.94,3.94,MCAT - 520,520,MCAT - 520,520,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,77,Tufts University School of Medicine,Tufts University School of Medicine,http://medicine.tufts.edu/Admissions.aspx,Massachusetts,,3.78,3.78,MCAT - 515,515,MCAT - 515,515,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,78,University of Massachusetts Medical School,University of Massachusetts Medical School,http://www.umassmed.edu/som/admissions/degree-programs/md-program/,Massachusetts,,3.82,3.82,MCAT - 516,516,MCAT - 516,516,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,81,Central Michigan University College of Medicine,Central Michigan University College of Medicine,https://www.cmich.edu/academics/colleges/college-of-medicine,Michigan,,3.69,3.69,MCAT Minimum - 498 MCAT Average - 508,508,MCAT Minimum - 498 MCAT Average - 508,498,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,82,Michigan State University College of Human Medicine,Michigan State University College of Human Medicine,http://mdadmissions.msu.edu/ApplicationProcess/future/default2.htm,Michigan,,3.76,3.76,MCAT - 509,509,MCAT - 509,509,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,83,Oakland University William Beaumont School of Medicine,Oakland University William Beaumont School of Medicine,https://wwwp.oakland.edu/medicine/admissions/about/,Michigan,,3.85,3.85,MCAT Minimum - 495 MCAT Average - 510,510,MCAT Minimum - 495 MCAT Average - 510,495,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,84,University of Michigan Medical School,University of Michigan Medical School,https://www.cmich.edu/academics/colleges/college-of-medicine,Michigan,,3.87,3.87,MCAT - 518,518,MCAT - 518,518,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,85,Wayne State University School of Medicine,Wayne State University School of Medicine,http://admissions.med.wayne.edu/,Michigan,,3.86,3.86,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,86,Western Michigan University School of Medicine,Western Michigan University School of Medicine,http://med.wmich.edu/admissions,Michigan,,Minimum - 3 Average - 3.79,3.79,MCAT Minimum - 41st percentile rank MCAT Average - 516,516,MCAT Minimum - 41st percentile rank MCAT Average - 516,41,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,88,Mayo Medical School,Mayo Medical School,http://www.mayo.edu/mayo-clinic-school-of-medicine/programs/md/admissions-and-application-process,Minnesota,,3.94,3.94,MCAT - 520,520,MCAT - 520,520,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,89,University of Minnesota Medical School - Twin Cities,University of Minnesota Medical School - Twin Cities,https://www.med.umn.edu/admissions,Minnesota,,3.81,3.81,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,90,University of Minnesota Medical School - Duluth,University of Minnesota Medical School - Duluth,https://www.med.umn.edu/admissions,Minnesota,,3.65,3.65,MCAT - 503,503,MCAT - 503,503,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,92,University of Mississippi School of Medicine,University of Mississippi School of Medicine,https://www.umc.edu/som/Departments%20and%20Offices/SOM%20Administrative%20Offices/SOM%20Admissions/SOM%20Admissions.html,Mississippi,,3.86,3.86,MCAT - 505,505,MCAT - 505,505,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,94,University of Missouri - Columbia School of Medicine,University of Missouri - Columbia School of Medicine,http://medicine.missouri.edu/admissions/,Missouri,,Minimum - 3 Average - 3.86,3.86,MCAT Minimum - 495 MCAT Average - 509,509,MCAT Minimum - 495 MCAT Average - 509,495,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,95,Saint Louis University School of Medicine,Saint Louis University School of Medicine,http://www.slu.edu/medicine/admissions,Missouri,,3.91,3.91,MCAT - 514,514,MCAT - 514,514,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,96,University of Missouri - Kansas City School of Medicine,University of Missouri - Kansas City School of Medicine,http://med.umkc.edu/md/apply/,Missouri,,Minimum - 3 Average - 3.89,3.89,MCAT Minimum - 500 MCAT Average - 509,509,MCAT Minimum - 500 MCAT Average - 509,500,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,97,Washington University School of Medicine,Washington University School of Medicine,https://medicine.wustl.edu/education/admissions/#medical-education,Missouri,,3.94,3.94,MCAT - 521,521,MCAT - 521,521,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,99,Creighton University School of Medicine,Creighton University School of Medicine,https://medschool.creighton.edu/program/Medicine-MD,Nebraska,,3.84,3.84,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,100,University of Nebraska College of Medicine,University of Nebraska College of Medicine,http://www.unmc.edu/com/prospective/admissions/index.html,Nebraska,,3.9,3.9,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,102,University of Nevada School of Medicine,University of Nevada School of Medicine,http://med.unr.edu/admissions,Nevada,,3.76,3.76,MCAT Minimum - 500 MCAT Average - 512,512,MCAT Minimum - 500 MCAT Average - 512,500,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,104,Geisel School of Medicine at Dartmouth,Geisel School of Medicine at Dartmouth,http://geiselmed.dartmouth.edu/admissions/,New Hampshire,,3.77,3.77,MCAT - 516,516,MCAT - 516,516,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,106,Cooper Medical School of Rowan University,Cooper Medical School of Rowan University,http://www.rowan.edu/coopermed/students/admissions/,New Jersey,,3.79,3.79,MCAT - 512,512,MCAT - 512,512,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,107,Rutgers New Jersey Medical School,Rutgers New Jersey Medical School,http://njms.rutgers.edu/admissions/prospective/index.cfm,New Jersey,,3.82,3.82,MCAT - 515,515,MCAT - 515,515,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,108,Rutgers Robert Wood Johnson Medical School,Rutgers Robert Wood Johnson Medical School,http://rwjms.rutgers.edu/education/admissions/index.html,New Jersey,,Minimum - 3 Average - 3.75,3.75,MCAT Minimum - 494 MCAT Average - 514,514,MCAT Minimum - 494 MCAT Average - 514,494,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,110,University of New Mexico School of Medicine,University of New Mexico School of Medicine,http://som.unm.edu/education/md/ume/,New Mexico,,3.8,3.8,MCAT Minimum - 491 MCAT Average - 505,505,MCAT Minimum - 491 MCAT Average - 505,491,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,112,Albany Medical College,Albany Medical College,http://www.amc.edu/Academic/Undergraduate_Admissions/index.cfm,New York,,3.74,3.74,MCAT - 511,511,MCAT - 511,511,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,113,Albert Einstein College of Medicine of Yeshiva University,Albert Einstein College of Medicine of Yeshiva University,https://www.einsteinmed.edu/,New York,,3.81,3.81,MCAT - 515,515,MCAT - 515,515,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,114,Columbia University College of Physicians and Surgeons,Columbia University College of Physicians and Surgeons,http://ps.columbia.edu/education/admissions,New York,,3.92,3.92,MCAT - 522,522,MCAT - 522,522,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,115,Hofstra Northwell School of Medicine,Hofstra Northwell School of Medicine,http://medicine.hofstra.edu/admission/md/index.html,New York,,3.84,3.84,MCAT - 518,518,MCAT - 518,518,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,116,Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,http://icahn.mssm.edu/education/medical/admissions,New York,,3.87,3.87,MCAT - 519,519,MCAT - 519,519,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,117,New York Medical College,New York Medical College,http://www.nymc.edu/future-students/admission-offices/,New York,,3.72,3.72,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,118,New York University School of Medicine,New York University School of Medicine,http://www.med.nyu.edu/school/md-admissions,New York,,3.9,3.9,MCAT - 520,520,MCAT - 520,520,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,119,SUNY - Downstate Medical Center College of Medicine,SUNY - Downstate Medical Center College of Medicine,https://www.downstate.edu/education-training/college-of-medicine/index.html,New York,,3.74,3.74,MCAT - 514,514,MCAT - 514,514,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,120,SUNY - Buffalo Jacobs School of Medicine and Biomedical Sciences,SUNY - Buffalo Jacobs School of Medicine and Biomedical Sciences,http://medicine.buffalo.edu/education/md/admissions.html,New York,,3.75,3.75,MCAT - 512,512,MCAT - 512,512,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,121,SUNY - Upstate Medical University,SUNY - Upstate Medical University,http://www.upstate.edu/com/admissions/index.php,New York,,3.77,3.77,MCAT - 513,513,MCAT - 513,513,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,122,Stony Brook University School of Medicine,Stony Brook University School of Medicine,https://medicine.stonybrookmedicine.edu/admissions_SOM,New York,,3.86,3.86,MCAT - 516,516,MCAT - 516,516,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,123,University of Rochester School of Medicine and Dentistry,University of Rochester School of Medicine and Dentistry,https://www.urmc.rochester.edu/education/md/admissions.aspx,New York,,3.84,3.84,MCAT - 518,518,MCAT - 518,518,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,124,Weill Cornell Medical College,Weill Cornell Medical College,http://weill.cornell.edu/education/admissions/,New York,,3.91,3.91,MCAT - 519,519,MCAT - 519,519,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,127,Duke University School of Medicine,Duke University School of Medicine,https://medschool.duke.edu/education/student-services/office-admissions,North Carolina,,3.89,3.89,MCAT - 519,519,MCAT - 519,519,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,128,East Carolina University Brody School of Medicine,East Carolina University Brody School of Medicine,http://www.ecu.edu/bsomadmissions/,North Carolina,,3.71,3.71,MCAT - 509,509,MCAT - 509,509,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,129,University of North Carolina at Chapel Hill School of Medicine,University of North Carolina at Chapel Hill School of Medicine,http://www.med.unc.edu/admit,North Carolina,,3.78,3.78,MCAT - 515,515,MCAT - 515,515,
prospectivedoctor,ProspectiveDoctor,https://www.prospectivedoctor.com/gpa-and-mcat/,130,Wake Forest School of Medicine,Wake Forest School of Medicine,http://www.wakehealth.edu/School/MD-Program/Admissions/Admissions.htm,North Carolina,,3.76,3.76,MCAT - 513,513,MCAT - 513,513,
