source_key,source_name,source_url,pdf_file,source_row_number,stream_index,row_y,state,school_name_raw,school_name_clean,admission_policies_and_information,notes
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,11,8,407.411,CA,Kaiser Permanente Bernard J. Tyson School of Medicine,Kaiser Permanente Bernard J. Tyson School of Medicine,"The Kaiser Permanente Bernard J. Tyson School of Medicine's admissions philosophy emphasizes a mission-aligned view of our applicants. As such, your academic achievements are always considered in relation to your experiences, milestones, and personal attributes. We believe this approach allows us to create a multidimensional portrait of each applicant, while admitting a class that embodies the school's commitment to innovation, academic rigor, service, and inclusive excellence. Kaiser Permanente Bernard J. Tyson School of Medicine will accept Pass/Fail grades, without prejudice, for courses taken by applicants during the COVID- 19 pandemic. It has always been the school ’ s practice to consider grades in the context of numerous other aspects of the application, and an international crisis certainly provides a unique and compelling context. In making this statement, we understand that some undergraduate schools are allowing students to take courses either for a grade or on a Pass/Fail basis. MCAT: Please visit the AAMC website for the MCAT Calendar, Scheduling Deadlines, and Score Release Dates. https://students-residents.aamc.org/applying-medical-school/article/mcat-testing- calendar-score-release-dates The school will accept online coursework taken in spring, summer, and fall 2020 , as well as spring and fall 2021 . We do not recommend taking all prerequisite courses through online coursework. Please note that online bachelor ’ s degrees will not be considered in the application process.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,12,8,376.411,CA,Keck School of Medicine of the University of Southern California,Keck School of Medicine of the University of Southern California,Please see the program's website at https://keck.usc.edu/education/md-program/admissions/ MCAT Tests - All applicants must complete the MCAT as part of the application process.,
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,13,8,282.411,CA,Loma Linda University School of Medicine,Loma Linda University School of Medicine,"For admission, applicants are expected to obtain a baccalaureate degree from an accredited college or university in the United States or Canada prior to matriculation. The degree can be in any field of study with the recommendation that the applicant advance beyond the basic courses of the chosen field. No preference is given for either science or non-science majors; however, increased coursework in the sciences beyond the basic requirements has been found to be beneficial in the preparation of an applicant for medical school. A curriculum that includes the study of humanities, social sciences, and natural sciences is recommended to provide a solid preparation for the MCAT, medical school, and the future role as a physician. Pass/Fail - Accepted for prerequisite coursework taken during the winter/spring 2020 academic terms only.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,14,8,107.410,CA,Stanford University School of Medicine,Stanford University School of Medicine,"Stanford Medicine is committed to diversity in its operations and programs in all dimensions, in conformance with the law, and seeks to admit a diverse body of students who are interested in the intellectual substance of medicine and are committed to advancing scholarship in any field of medicine. Desirable candidates for admissions are academically ready to succeed in our curriculum, have life experiences that will enrich our learning environment, and have personal qualities that will serve them, their colleagues, and their patients well in their professional lives. Applicants must have received a Bachelor's degree from an accredited college or university by the time of enrollment. They are encouraged to explore diverse educational opportunities throughout their college careers and undergo rigorous preparation in the life sciences. Stanford students have demonstrated a sustained commitment to scholarship in an area of their interest. In our flexible consideration of diverse curricular backgrounds of our students, Stanford Medicine does not have specific course requirements, but instead recommends coursework and experiences that generate depth of knowledge in biology, chemistry and physics, mathematics, behavioral and social sciences, communication, and laboratory or field experiments. Other details on admissions policies are available on our website: https://med.stanford.edu/md- admissions/admissions-policies.html",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,15,10,528.411,CA,"University of California, Davis, School of Medicine","University of California, Davis, School of Medicine","In summary, the admissions process occurs in four major steps: 1 . Secondary Application Invitation: Experiences, attributes, and/or metrics from the AMCAS application are reviewed to determine suitability for a secondary application. 2 . Interview Invitation: After the Secondary Application (particularly the 3 formative activities) and Letters of Recommendation have been received, the applicant ’ s entire set of experiences, attributes, and metrics are considered to determine interview invitations. 3 . Interview: We use the Multiple Mini Interview (MMI) to delve more deeply into the applicant ’ s experiences and gain a deeper understanding of attributes relevant to a medical career. Our MMI is a blinded (closed-file) interview process. 4 . Acceptance: The Admissions Committee members review and make decisions based on the entire application packet including all experiences, attributes, and metrics to determine whether the applicant possesses the intellect, integrity, skills, and personal and emotional qualities necessary to become an effective physician. Please visit our website for more information on general admissions: https://health.ucdavis.edu/mdprogram/admissions/index.html",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,16,10,416.411,CA,"University of California, Irvine, School of Medicine","University of California, Irvine, School of Medicine","The UCI School of Medicine seeks to admit students who are highly qualified to be trained in the practice of medicine and in a wide variety of fields in both basic science and clinical research. Ideal candidates are those whose backgrounds, talents and experiences contribute to our mission. Our Admissions Committee carefully reviews all applicants whose academic record and MCAT scores indicate that they will be able to handle the rigorous medical school curriculum. In addition to scholastic achievement, applicants are evaluated on their extent and level of research involvement, exposure and involvement in a healthcare setting, and community service. Careful consideration is given to applicants who have been affected by impactful life experiences and have demonstrated the potential to work with the medically under-served communities in California.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,17,10,241.411,CA,"University of California, Los Angeles David Geffen School of Medicine","University of California, Los Angeles David Geffen School of Medicine","**Response to COVID- 19 - Information for 2026-2027 Admissions Cycle** The David Geffen School of Medicine is sensitive to the challenges imposed on applicants due to the COVID- 19 pandemic and has taken steps to assess pandemic impact in the mission-aligned holistic application review process. We understand that applicant premedical experiences in the pandemic underwent modifications. There will be various opportunities in the application to detail any impacts on coursework, activities, and beyond. Please note that: 1 ) Applicants should include all relevant experiences on the application, including virtual or in-person activities. 2 ) Applicants should include courses whether virtual or in-person. Grading options will be accepted (letter grades or pass/fail assessments) based on personal needs during the years 2020 and 2021 . 3 ) MCAT scores from January, 2022 through September 15 , 2026 will be accepted for consideration. The wide-ranging effects of the pandemic have engendered remarkable resilience in our applicants. We view this resilience as an asset to the field of medicine and the next generation of physicians. Careful consideration of the pandemic will be assessed during the review of in each application.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,18,12,366.412,CA,"University of California, Riverside School of Medicine","University of California, Riverside School of Medicine","Students are offered an interview based on their AMCAS application and their secondary application. Candidates selected for interviews will be notified by e-mail. At this stage, only those candidates who have been interviewed can be considered for admission. Decisions for admissions are made on a rolling basis. Acceptances will continue until the class is full. Admission is provisional until candidates complete all required program requirements. Admission decisions are final and thus are not subject to appeal. A student not admitted as a result of the first application may file a second application the following year, however a third application cycle is strongly discouraged. An applicant may request a deferral for up to one year by writing to the Admissions Office. The decision to grant the deferral is made on an individual basis. ***Response to COVID- 19 Information for 2026-2027 Admissions Cycle*** The purpose of this message is to address concerns from prospective applicants who are experiencing unprecedented educational upheaval during the COVID- 19 pandemic. Applicants for the upcoming application cycle can count on our commitment to the following principles: Pass/Fail Grades - The UCR SOM will accept pass/fail grades, without prejudice, for courses taken during the COVID- 19 pandemic. It has always been our practice to consider grades in the context of numerous other aspects of the application, and an international crisis certainly provides a unique and compelling context. In making this statement, we are cognizant of the fact that some undergraduate schools are providing an option for students to take courses either for grades or on a Pass/Fail basis. We therefore want to be explicit that applicants should not feel pressured by us to choose the graded option. Online Coursework - The faculty of the UCR SOM require that students demonstrate a strong foundation that indicates preparedness to engage the curriculum. Our preparation areas are required, however we recognize that there is an increasing degree of variety in premedical course tracks and course offerings at colleges and universities. We further recognize that students may meet these competencies through alternative means or courses, including online. On our secondary application we invite applicants to explain and describe how they have met the requirements through course work and/or additional means. The committee will NOT systematically disqualify candidates due to variation in course completion. The committee will holistically evaluate the preparation of candidates for the school of medicine with a strong focus on science foundation and professional competencies.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,19,14,87.411,CA,"University of California, San Diego School of Medicine","University of California, San Diego School of Medicine","TRANSFER STUDENTS UC San Diego School of Medicine does not accept students in transfer from other medical schools. --- CITIZENSHIP REQUIREMENT The UC San Diego School of Medicine will consider applications from U.S. citizens, permanent residents of the U.S. (green card holders), and DACA recipients. Applicants that do not satisfy one of these three eligibility requirements will not be considered. --- COURSEWORK RECOMMENDATIONS It is recommended that students enter medical school after four years of undergraduate study; the absolute minimum requirement is attendance for three academic years at an accredited college of arts and sciences, with at least one full year at an accredited 4 -year institution in the United States. Students who have attended a foreign school must have completed at least one year of study at a four-year college in the United States prior to applying. Exceptions may be made for students from Canadian schools - please contact somadmissions@ucsd.edu to inquire. UCSD does not have requirements regarding coursework that must be completed. The following courses are recommended to make our evaluation of your application easier, and to better prepare you for the MCAT and for medical school: One academic year ( 2 semesters or 3 quarters) of college-level Biology One academic year ( 2 semesters or 3 quarters) of college-level General Chemistry One term ( 1 semester or 1 quarter) of college-level Biochemistry One academic year ( 2 semesters or 3 quarters) of college-level Organic Chemistry. One academic year ( 2 semesters or 3 quarters) of college-level Physics. One academic year ( 2 semesters or 3 quarters) of college-level Calculus or Statistics Laboratory coursework for all courses that offer corresponding labs. Applicants that are missing any of these courses will still be considered. --- Policy regarding Pass/No Pass and On-Line coursework due to COVID- 19 impact The UCSD School of Medicine will accept, without prejudice, grades of Pass/No Pass for all coursework for Winter 2020 , Spring 2020 , the entire 2020 - 2021 academic year, and Summer 2021 For coursework outside of these time frames, Pass/No Pass are accepted but we would not recommend more than one course per academic year be taken Pass/No Pass. We have always accepted grades from on-line courses and will continue to do so. --- MCAT Policy - updated February 2026 MCAT ""Expiration"": We will accept MCAT scores from January 2023 through December 2026 . Applicants that only have scores from prior to 2023 , we will consider exceptions on a case-by-case basis. Please contact somadmissions@health.ucsd.edu and include your MCAT scores. We will not consider MCAT scores taken in early 2027 Applicants will not be invited to submit a secondary application unless they have an MCAT score available For all applicants, we will make decisions regarding interviews without consideration of the MCAT score (i.e. the MCAT score will be hidden from the applications that our screeners will review) If an applicant was able to sit for an MCAT exam but feels their MCAT performance or ability to take the MCAT was significantly adversely affected by a pandemic-related issue, we will allow a short statement describing that hardship or adversity to be appended to their secondary application.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,20,14,56.411,CA,"University of California, San Francisco, School of Medicine","University of California, San Francisco, School of Medicine","For detailed information on our admissions policies, process, and other relevant details, please visit https://meded.ucsf.edu/prospective-students/md-program-admissions/md-program-application- process.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,21,16,618.412,CO,University of Colorado School of Medicine,University of Colorado School of Medicine,"Secondary applications are requested from selected candidates. We do not send secondary applications to all applicants. Once the secondary application is completed and the $100 secondary application fee is paid (waived for FAP applicants), files are reviewed for consideration for interview. Students are interviewed on Wednesdays and Fridays. Interviews begin in August and conclude in February. Our admissions committee uses holistic review to account for an applicant's experiences, attributes, and metrics to make an admissions decision.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,22,16,587.411,CT,Frank H. Netter MD School of Medicine at Quinnipiac University,Frank H. Netter MD School of Medicine at Quinnipiac University,COVID-19 Admissions Information - All required courses and labs administered online as well as those graded as Pass/Fail or Pass/No Credit as a result of the COVID-19 pandemic will be acceptable to meet Netter requirements.,
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,23,16,567.251,CT,University of Connecticut School of Medicine,University of Connecticut School of Medicine,https://medicine.uconn.edu/admissions/,
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,24,16,547.091,CT,Yale School of Medicine,Yale School of Medicine,,
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,25,16,525.091,DC,George Washington University School of Medicine & Health Sciences,George Washington University School of Medicine & Health Sciences,Please visit: https://smhs.gwu.edu/academics/md-program,
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,26,16,504.931,DC,Georgetown University School of Medicine,Georgetown University School of Medicine,https://som.georgetown.edu/admissions/degrees-and-admissions/md/guide/,
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,27,16,338.931,DC,Howard University College of Medicine,Howard University College of Medicine,"https://medicine.howard.edu/admissions **Response to COVID- 19 , Information for 2027 Admissions Cycle** Howard University College of Medicine recognizes that the COVID- 19 pandemic may have affected your preparation for the medical school application process. To be flexible, the following adaptations have been made: Pass/Fail Grades: We will accept P/F grades for courses taken during the COVID- 19 pandemic. A grade of “ pass ” is required for the course to be accepted. Online Courses: We will accept online course work taken at a regionally accredited institution, including labs taken during the pandemic ( 2020-21 ). Activities/Experiences: We recognize that some opportunities have been affected by the pandemic. A question addressing experiences has been added to our Secondary Application for students to provide an explanation regarding the impact of COVID- 19 on their experiences/exposure, if applicable.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,28,16,244.930,FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Charles E. Schmidt College of Medicine at Florida Atlantic University,"Each completed application (AMCAS application, letters of recommendation, MCAT score, secondary application) will be screened and scored by a team of evaluators within the College of Medicine. Schmidt COM takes pride in conducting a Holistic Review of applications submitted. Factors evaluated at this point include the applicant ’ s attributes, community service, values, educational background, GPAs, MCAT scores, the rigor of the educational program(s) undertaken, breadth of life experiences, research, and, yet not limited to the meaningfulness of direct patient contact experiences as well as other experiences. The scores assessed in the screening process will be used to send invitations for an interview with the College of Medicine.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,29,16,195.930,FL,Florida International University Herbert Wertheim College of Medicine,Florida International University Herbert Wertheim College of Medicine,Each Herbert Wertheim College of Medicine (HWCOM) applicant must: 1 . Be a citizen or permanent resident of the United States 2 . Have a bachelor's degree at the time of matriculation 3 . Have completed the required prerequisite courses at the time of matriculation 4 . Have taken the Medical College Admission Test (MCAT),
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,30,18,321.412,FL,Florida State University College of Medicine,Florida State University College of Medicine,"All applicants must receive a bachelor's degree by the time of matriculation. Admission to the Florida State University College of Medicine (FSU COM) is a highly competitive process with approximately 6,500 applications reviewed to select the students admitted. A number of academic and personal factors are considered by the Admissions Office and the Admissions Committee when admitting students to medical school. The FSU College of Medicine employs a holistic, mission-aligned approach during the admissions process. Regarding admission to the regular M.D. program, we evaluate all of the following: course “ load ” and undergraduate rigor; graduate course work; service and volunteer record; shadowing and knowledge of the medical field; research activities; likelihood of practicing within the State of Florida; undergraduate grade point average; MCAT score; and degree of “ fit ” with respect to our unique mission statement. While a truly holistic approach to admissions makes it difficult to establish minimum academic standards, the Florida State University College of Medicine does not - except in special circumstances - consider applicants for admissions to the regular M.D. program who do not have an MCAT score of at least 500 , and an undergraduate grade point average of 3.5 . Special circumstances include students who come from medically, financially, or educationally disadvantaged backgrounds. Finally, the Florida State University College of Medicine does not - except under rare circumstances - consider applicants who are not legal residents of the State of Florida, unless such applicants can demonstrate significant ties to Florida. Please look at our website FAQs for examples of significant ties. If an applicant is currently enrolled in a degree program, the program must be completed and transcripts provided to the FSU COM Admissions Office prior to the beginning of classes, unless an exception is granted by that program. The Admissions Committee at the FSU COM is comprised of approximately 60 members and includes faculty from all FSU COM departments, fourth year medical students, and community physicians. When considering applicants for admission, the Committee utilizes all appropriate information including academic, personal, experiential, and geographic data in the selection process. Personal qualities such as motivation, sensitivity to the needs of others, excellent oral communication skills, and maturity receive particular attention along with strong academic credentials. In addition, personal attributes such as compassion and altruism that are, in the view of the committee, essential to the art of good medical practice are of special interest in the selection process. The Committee is especially interested in applicants who have demonstrated through their lifestyle, consistent motivation for service to others.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,31,18,173.412,FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,"Nova Southeastern University's Dr. Kiran C. Patel College of Allopathic Medicine (NSU MD) seeks applicants whose competencies and accomplishments extend well beyond academic achievement. Our Admissions Committee employs a holistic review process to select a class that advances the College ’ s mission and values. NSU MD does not discriminate against, or grant preferential treatment to, any individual or group on the basis of race, sex, color, ethnicity, or national origin. In evaluating each applicant, the Committee considers all relevant information, including, but not limited to, academic, personal, experiential, and demographic factors. Attributes and experiences of particular importance include: - A clear and well-articulated motivation to pursue the study and practice of medicine. - Intellectual curiosity and a demonstrated commitment to addressing complex challenges. - Evidence of teamwork, collaboration, and the capacity to both support and lead others. - A genuine commitment to patient-centered care, reflected in personal qualities such as compassion, altruism, and attentiveness to the needs of others. - Strong communication skills, professionalism, and maturity. - A solid foundation in the sciences and a record of academic achievement.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,32,18,43.411,FL,University of Central Florida College of Medicine,University of Central Florida College of Medicine,"The UCF College of Medicine Admissions Office will abide by the recommendations of the Application and Acceptance Protocols for Admissions Officers outlined on the AAMC website. Letters of Intent to enroll will be accepted and should be sent only by students who fully intend to enroll in the UCF MD program, should an offer of admission be made. UCF COM Admissions Office will not make an offer to a student who has been reported as matriculated to another MD institution. The UCF MD Admissions Office upholds high standards of professionalism and transparency throughout the admissions process. Applicants have consistently lauded the UCF Admissions Office for its transparency in communicating admissions processes and advice to applicants. We believe the more an applicant knows, the better off we all are. Your decision to enroll in an MD program is life-changing. We are happy to assist our applicants in considering their offers, whether they intend to enroll in UCF or another program. However, professionalism begins with the admissions process. Any accepted student may be dismissed from the program for unprofessional conduct during the admissions cycle. Please review and adhere to the AAMC Protocols for Applicants.",
aamc_msar_admission_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/05_msar018-msar-admission-policies-and-information.pdf,33,20,591.412,FL,University of Florida College of Medicine,University of Florida College of Medicine,"We welcome applications from US citizens and permanent residents who have earned, or will earn by the time of intended matriculation, a bachelor's degree in any field from an accredited US or Canadian 4 year college or university. Prerequisite lectures and labs are acceptable regardless of in-person, online or hybrid format. A letter grade of ""C"" or higher is required in all prerequisite science courses (or higher level substitute), with the exception of spring and summer 2020 (P/S acceptable). Please see our complete admissions requirements here: https://admissions.med.ufl.edu/admission- requirements/regular-admission-requirements/",
