source_key,source_name,source_url,pdf_file,source_row_number,stream_index,row_y,state,school_name_raw,school_name_clean,transfer_contact_name,transfer_phone_number,transfer_email_address,transfer_website,unmapped_label_value_text,notes
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,11,4,285.016,CA,Kaiser Permanente Bernard J. Tyson School of Medicine,Kaiser Permanente Bernard J. Tyson School of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,12,4,259.776,CA,Keck School of Medicine of the University of Southern California,Keck School of Medicine of the University of Southern California,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,13,4,199.535,CA,Loma Linda University School of Medicine,Loma Linda University School of Medicine,9095584467,9095584467,admissions.sm@llu.edu,https://medicine.llu.edu/admissions/medical-school- admissions/transfer,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,14,4,174.295,CA,Stanford University School of Medicine,Stanford University School of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,15,4,149.055,CA,"University of California, Davis, School of Medicine","University of California, Davis, School of Medicine",,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,16,4,97.814,CA,"University of California, Irvine, School of Medicine","University of California, Irvine, School of Medicine",Ursula Worsham | 9498245388,9498245388,medadmit@uci.edu,http://www.meded.uci.edu/Admissions/,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,17,4,72.573,CA,"University of California, Los Angeles David Geffen School of Medicine","University of California, Los Angeles David Geffen School of Medicine",,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,18,4,47.333,CA,"University of California, Riverside School of Medicine","University of California, Riverside School of Medicine",,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,19,50,659.421,CA,"University of California, San Diego School of Medicine","University of California, San Diego School of Medicine",,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,20,50,634.181,CA,"University of California, San Francisco, School of Medicine","University of California, San Francisco, School of Medicine",,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,21,50,608.941,CO,University of Colorado School of Medicine,University of Colorado School of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,22,50,583.700,CT,Frank H. Netter MD School of Medicine at Quinnipiac University,Frank H. Netter MD School of Medicine at Quinnipiac University,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,23,50,532.460,CT,University of Connecticut School of Medicine,University of Connecticut School of Medicine,Dr. Thomas Regan | 8606794713,8606794713,admissions@uchc.edu,http://medicine.uconn.edu/admissions/transfer-admissions/,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,24,50,481.219,CT,Yale School of Medicine,Yale School of Medicine,transfers only permitted into second semester of the second year. | 2037852643,2037852643,medical.admissions@yale.edu,https://medicine.yale.edu/education/admissions/transfers/,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,25,50,429.978,DC,George Washington University School of Medicine & Health Sciences,George Washington University School of Medicine & Health Sciences,,,medadmit@gwu.edu,https://smhs.gwu.edu/academics/md-program/admissions/transfer,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,26,50,404.738,DC,Georgetown University School of Medicine,Georgetown University School of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,27,50,353.497,DC,Howard University College of Medicine,Howard University College of Medicine,"David A. Rose, M.D., Associate Dean Student Affairs and Admissi | 2028066394",2028066394,darose@howard.edu,https://medicine.howard.edu/admission-aid,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,28,50,328.256,FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Charles E. Schmidt College of Medicine at Florida Atlantic University,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,29,50,303.016,FL,Florida International University Herbert Wertheim College of Medicine,Florida International University Herbert Wertheim College of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,30,50,251.775,FL,Florida State University College of Medicine,Florida State University College of Medicine,Office of Admisisons,,medadmissions@med.fsu.edu,https://med.fsu.edu/mdAdmissions/home,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,31,50,226.535,FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,32,50,201.295,FL,University of Central Florida College of Medicine,University of Central Florida College of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,33,50,150.054,FL,University of Florida College of Medicine,University of Florida College of Medicine,Juliet Hill | 3522737990,3522737990,med-admissions@ufl.edu,http://admissions.med.ufl.edu/admission-requirements/transfer/,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,34,50,124.814,FL,University of Miami Leonard M. Miller School of Medicine,University of Miami Leonard M. Miller School of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,35,50,64.573,FL,USF Health Morsani College of Medicine,USF Health Morsani College of Medicine,Breanna Coats | 8139745488,8139745488,breannacoats@usf.edu,https://health.usf.edu/medicine/mdprogram/mdadmissions/transfer- students,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,36,86,624.421,GA,Emory University School of Medicine,Emory University School of Medicine,Dr. Martha C. Ward | 4047275660,4047275660,medadmiss@emory.edu,https://med.emory.edu/education/programs/md/admissions/index.h tml,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,37,86,573.180,GA,Medical College of Georgia at Augusta University,Medical College of Georgia at Augusta University,"Kelli M. Braun, MD, FACOG - Senior Associate Dean for Admissio | 7067213186",7067213186,mcgadmissions@augusta.edu,https://www.augusta.edu/mcg/admissions/index.php,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,38,86,503.939,GA,Mercer University School of Medicine,Mercer University School of Medicine,Dr. Richard McCann | 4783012524,4783012524,musmadmissions@mercer.edu,https://medicine.mercer.edu/admissions/doctor-of- medicine/alternate-path/year-three-m-d-program-transfer-student- information/,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,39,86,443.698,GA,Morehouse School of Medicine,Morehouse School of Medicine,"Franklyn Geary, MD | 4047521650",4047521650,fgeary@msm.edu,https://www.msm.edu/Admissions/doctor-of-medicine/admissions- process.php,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,40,86,418.458,GA,University of Georgia School of Medicine,University of Georgia School of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,41,86,367.217,HI,"University of Hawaii, John A. Burns School of Medicine","University of Hawaii, John A. Burns School of Medicine","Ivy Nip Asano, MD, MAT/Ed | 8086920892",8086920892,inip@hawaii.edu,https://admissions.jabsom.hawaii.edu/index.html,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,42,86,341.977,IA,University of Iowa Roy J. and Lucille A. Carver College of Medicine,University of Iowa Roy J. and Lucille A. Carver College of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,43,86,316.736,IL,Carle Illinois College of Medicine,Carle Illinois College of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,44,86,256.496,IL,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Office of Admissions & Enrollment | 8475783204,8475783204,cms.admissions@rosalindfranklin.edu,https://www.rosalindfranklin.edu/academics/chicago-medical- school/degree-program/how-to-apply/transfer-applicant-process/,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,45,86,205.255,IL,Loyola University Chicago Stritch School of Medicine,Loyola University Chicago Stritch School of Medicine,"Darrell Nabers, MSc | 4642209309",4642209309,ssom-admissions@luc.edu,http://ssom.luc.edu/admission/transfer-students/,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,46,86,145.014,IL,Northwestern University The Feinberg School of Medicine,Northwestern University The Feinberg School of Medicine,Office of MD Admissions | 3125038206,3125038206,med-admissions@northwestern.edu,https://www.feinberg.northwestern.edu/admissions/faq/prospective -students-faq.html,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,47,86,119.773,IL,Rush Medical College of Rush University Medical Center,Rush Medical College of Rush University Medical Center,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,48,86,68.533,IL,Southern Illinois University School of Medicine,Southern Illinois University School of Medicine,Dr. Haneme Idrizi | 2175452860,2175452860,admissions@siumed.edu,https://www.siumed.edu/transfer-admission.html,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,49,86,43.292,IL,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,50,116,659.421,IL,University of Illinois College of Medicine,University of Illinois College of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,51,116,608.180,IN,Indiana University School of Medicine,Indiana University School of Medicine,Admissions Office | 3172743772,3172743772,inmedadm@iu.edu,https://medicine.iu.edu,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,52,116,582.940,KS,University of Kansas School of Medicine,University of Kansas School of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,53,116,531.699,KY,University of Kentucky College of Medicine,University of Kentucky College of Medicine,"Jonathan Gent, MSEd | 8593236161",8593236161,kymedap@uky.edu,https://medicine.uky.edu/sites/meded/mission-and-eligibility,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,54,116,480.458,KY,University of Louisville School of Medicine,University of Louisville School of Medicine,5028525193,5028525193,medadm@louisville.edu,https://medicine.louisville.edu/admission/md-program-admissions,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,55,116,429.218,LA,Louisiana State University School of Medicine in New Orleans,Louisiana State University School of Medicine in New Orleans,Dr. Taniya De Silva | 5045685722,5045685722,tdesil@lsuhsc.edu,http://www.medschool.lsuhsc.edu/student_affairs/,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,56,116,368.977,LA,Louisiana State University School of Medicine in Shreveport,Louisiana State University School of Medicine in Shreveport,Dr. Wanda Thomas | 3186755190,3186755190,shvadm@lsuhs.edu,https://schoolofmedicine.lsuhs.edu/prospective- students/admissions,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,57,116,343.736,LA,Tulane University School of Medicine,Tulane University School of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,58,116,318.496,MA,Boston University Aram V. Chobanian & Edward Avedisian School of Medicine,Boston University Aram V. Chobanian & Edward Avedisian School of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,59,116,293.256,MA,Harvard Medical School,Harvard Medical School,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,60,116,242.015,MA,Tufts University School of Medicine,Tufts University School of Medicine,Office of Admissions | 6176366571,6176366571,med-admissions@tufts.edu,https://medicine.tufts.edu/admissions-aid/info-for/transfer-students,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,61,116,181.774,MA,University of Massachusetts T.H. Chan School of Medicine,University of Massachusetts T.H. Chan School of Medicine,"Esi A. Asare MBA, MS, Director of Admissions | 5088562323",5088562323,admissions@umassmed.edu,https://www.umassmed.edu/som/admissions/apply/transfer-to- school/,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,62,116,156.534,MD,Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,63,116,131.294,MD,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,64,116,71.053,MD,University of Maryland School of Medicine,University of Maryland School of Medicine,Sandra Quezada | 4107067478,4107067478,squezada@som.umaryland.edu,https://www.medschool.umaryland.edu/admissions/Your-Path-to- Medical-School/,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,65,148,624.421,MI,Central Michigan University College of Medicine,Central Michigan University College of Medicine,Chris Austin | 9897747882,9897747882,austi1cr@cmich.edu,https://www.cmich.edu/academics/colleges/college-of- medicine/education/md/admissions/faq,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,66,148,599.180,MI,Michigan State University College of Human Medicine,Michigan State University College of Human Medicine,,,,,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,67,148,538.940,MI,Oakland University William Beaumont School of Medicine,Oakland University William Beaumont School of Medicine,,,medadmit@oakland.edu,https://www.oakland.edu/medicine/admissions/admissions- process-and-requirements/,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,68,148,478.699,MI,University of Michigan Medical School,University of Michigan Medical School,Becky Weeks | 7347646317,7347646317,umichmedadmiss@umich.edu,https://medschool.umich.edu/programs-admissions/md- program/md-admissions/md-admissions-requirements,,
aamc_msar_transfer_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/08_msar013-msar-application-transfer-policies.pdf,69,148,453.458,MI,Wayne State University School of Medicine,Wayne State University School of Medicine,,,,,,
