school_id,school_name,degree_type,aacom_profile_url,aacom_profile_title,match_status,match_score,fetch_status,extraction_status,stats_academic_year,metric_population,metric_type,mcat_mean,overall_gpa_mean,oldest_mcat_considered,latest_mcat_accepted,evidence_text,source_last_checked,data_confidence,review_status,notes
do_duqcom_duquesne_university_nasuti_college_of_osteopathic_medicine_pittsburgh_pen,Duquesne University Nasuti College of Osteopathic Medicine,DO,https://www.aacom.org/detail-pages/com/duquesne-university-college-of-osteopathic-medicine,Duquesne University Nasuti College of Osteopathic Medicine | AACOM,safe_match,1.42,fetched,accepted,2025-26,AACOM COM-submitted profile,aacom_reported_mean,505.7,3.63,,,"MCAT/GPA Information Mean MCAT Score 505.7 Avg. Cum. Undergrad GPA Score 3.63 Oldest MCAT Considered: July 30, 2024 Latest MCAT Score Accepted: March 30, 2027 Accepted Sources for Letters of Recommendation AACOMAS Interfolio Paper Email Main Admissions Contact (412) 396-5559 Phone DUQ-NCOMadmissions@duq.edu Email https://www.duq.edu/academics/colleges-and-schools/college-of-osteopathic-medicine/index.php Website Tuition, Fees & Financial Aid 2025-2026 Academic Year (2026/2027 TBA) Tuition In-State Tuition $66,698 2026-2027 TBA Out-of-State Tuition $66,698 2026-2027 TBA Fees Annual Fees In-State Resident Fees $1,500 2026-2027 TBA Out-of-State Resident Fees $1,500 2026-2027 TBA Health Insuranc",2026-06-08,aacom_com_submitted_profile,approved_aacom_extraction,AACOM COM-submitted profile mean MCAT and cumulative undergraduate GPA were extracted.
do_dyu_com_d_youville_university_college_of_osteopathic_medicine_buffalo_new_york,D’Youville University College of Osteopathic Medicine,DO,https://www.aacom.org/detail-pages/com/d'youville-university-college-of-osteopathic-medicine,D'Youville University College of Osteopathic Medicine | AACOM,safe_match,1.37,fetched,no_relevant_aacom_stats_found,2025-26,AACOM COM-submitted profile,aacom_reported_mean,,,,,"MCAT/GPA Information Oldest MCAT Considered: March 31, 2024 Latest MCAT Score Accepted: March 31, 2027 Accepted Sources for Letters of Recommendation AACOMAS Main Admissions Contact (716) 829-7600 Phone doadmissions@dyu.edu Email https://www.dyu.edu/medicine Website Tuition, Fees & Financial Aid 2025-2026 Academic Year Tuition In-State Tuition $55,000 (2026-27 TBA) Out-of-State Tuition $55,000 (2026-27 TBA) Fees Annual Fees In-State Resident Fees $5,600 (2026-27 TBA) Out-of-State Resident Fees $5,600 (2026-27 TBA) Health Insurance Fee $4,405 (2026-27 TBA) Tuition Fees Include Lab Other Comprehensive Education Fee is required - includes, but is not limited to, Labs, Student Activities, Studen",2026-06-08,aacom_com_submitted_profile,needs_review,No AACOM MCAT/GPA Information values were found in the fetched profile text.
do_vcom_auburn_campus_edward_via_college_of_osteopathic_medicine_auburn_alabama,Edward Via College of Osteopathic Medicine,DO,https://www.aacom.org/detail-pages/com/edward-via-college-of-osteopathic-medicine-auburn,Edward Via College of Osteopathic Medicine Auburn Campus | AACOM,safe_match,1.42,fetched,accepted,2026-27,AACOM COM-submitted profile,aacom_reported_mean,502.2,3.73,,,"MCAT/GPA Information Mean MCAT Score 502.2 Avg. Cum. Undergrad GPA Score 3.73 Oldest MCAT Considered: April 1, 2023 Latest MCAT Score Accepted: January 31, 2027 Accepted Sources for Letters of Recommendation AACOMAS Interfolio Paper Main Admissions Contact (334) 442-4025 Phone admissions-auburn@auburn.vcom.edu Email https://www.vcom.edu/admissions/applying/requirements Website Tuition, Fees & Financial Aid 2026-2027 Academic Year Tuition In-State Tuition $52,500 Out-of-State Tuition $52,500 Fees Annual Fees In-State Resident Fees $0 Out-of-State Resident Fees $0 Health Insurance Fee $0 Estimates, Deposits, and More Estimated Annual Room Board, Books, and Living Costs $41,907 Average Graduate",2026-06-08,aacom_com_submitted_profile,approved_aacom_extraction,AACOM COM-submitted profile mean MCAT and cumulative undergraduate GPA were extracted.
do_vcom_carolinas_edward_via_college_of_osteopathic_medicine_spartanburg_south_caro,Edward Via College of Osteopathic Medicine,DO,https://www.aacom.org/detail-pages/com/edward-via-college-of-osteopathic-medicine-carolinas,Edward Via College of Osteopathic Medicine Carolinas Campus | AACOM,safe_match,1.42,fetched,accepted,2026-27,AACOM COM-submitted profile,aacom_reported_mean,501.7,3.72,,,"MCAT/GPA Information Mean MCAT Score 501.7 Avg. Cum. Undergrad GPA Score 3.72 Oldest MCAT Considered: April 10, 2023 Latest MCAT Score Accepted: January 31, 2027 Accepted Sources for Letters of Recommendation AACOMAS Interfolio Paper Main Admissions Contact (864) 327-9906 Phone admissions-carolinas@vcom.edu Email https://www.vcom.edu/admissions/applying/requirements Website Tuition, Fees & Financial Aid 2026-2027 Academic Year Tuition In-State Tuition $52,500 Out-of-State Tuition $52,500 Fees Annual Fees In-State Resident Fees $0 Out-of-State Resident Fees $0 Health Insurance Fee $0 Estimates, Deposits, and More Estimated Annual Room Board, Books, and Living Costs $41,907 Average Graduate In",2026-06-08,aacom_com_submitted_profile,approved_aacom_extraction,AACOM COM-submitted profile mean MCAT and cumulative undergraduate GPA were extracted.
do_vcom_virginia_edward_via_college_of_osteopathic_medicine_blacksburg_virginia,Edward Via College of Osteopathic Medicine,DO,https://www.aacom.org/detail-pages/com/edward-via-college-of-osteopathic-medicine-virginia-campus,Edward Via College of Osteopathic Medicine Virginia Campus | AACOM,safe_match,1.42,fetched,accepted,2026-27,AACOM COM-submitted profile,aacom_reported_mean,503.2,3.68,,,"MCAT/GPA Information Mean MCAT Score 503.2 Avg. Cum. Undergrad GPA Score 3.68 Oldest MCAT Considered: April 1, 2023 Latest MCAT Score Accepted: January 31, 2027 Accepted Sources for Letters of Recommendation AACOMAS Interfolio Paper Main Admissions Contact (540) 231-6138 Phone admissions-virginia@vcom.edu Email https://www.vcom.edu/admissions Website Tuition, Fees & Financial Aid 2026-2027 Academic Year Tuition In-State Tuition $52,500 Out-of-State Tuition $52,500 Fees Annual Fees In-State Resident Fees $0 Out-of-State Resident Fees $0 Health Insurance Fee $0 Estimates, Deposits, and More Estimated Annual Room Board, Books, and Living Costs $TBA Average Graduate Indebtedness $TBA Acceptance ",2026-06-08,aacom_com_submitted_profile,approved_aacom_extraction,AACOM COM-submitted profile mean MCAT and cumulative undergraduate GPA were extracted.
do_vcom_louisiana_edward_via_college_of_osteopathic_medicine_louisiana_campus_monro,Edward Via College of Osteopathic Medicine-Louisiana Campus,DO,https://www.aacom.org/detail-pages/com/edward-via-college-of-osteopathic-medicine-louisiana,Edward Via College of Osteopathic Medicine Louisiana Campus | AACOM,safe_match,1.42,fetched,accepted,2026-27,AACOM COM-submitted profile,aacom_reported_mean,498.7,3.69,,,"MCAT/GPA Information Mean MCAT Score 498.7 Avg. Cum. Undergrad GPA Score 3.69 Oldest MCAT Considered: April 1, 2023 Latest MCAT Score Accepted: January 31, 2027 Accepted Sources for Letters of Recommendation AACOMAS Interfolio Paper Main Admissions Contact (318) 342-7105 Phone admissions-louisiana@vcom.edu Email https://www.vcom.edu/admissions/applying/requirements Website Tuition, Fees & Financial Aid 2026-2027 Academic Year Tuition In-State Tuition $51,800 Out-of-State Tuition $52,500 Fees Annual Fees In-State Resident Fees $0 Out-of-State Resident Fees $0 Health Insurance Fee $0 Estimates, Deposits, and More Estimated Annual Room Board, Books, and Living Costs $41,907 Average Graduate Ind",2026-06-08,aacom_com_submitted_profile,approved_aacom_extraction,AACOM COM-submitted profile mean MCAT and cumulative undergraduate GPA were extracted.
do_icom_idaho_college_of_osteopathic_medicine_meridian_idaho,Idaho College of Osteopathic Medicine,DO,https://www.aacom.org/detail-pages/com/idaho-college-of-osteopathic-medicine,Idaho College of Osteopathic Medicine | AACOM,safe_match,1.42,fetched,accepted,2026-27,AACOM COM-submitted profile,aacom_reported_mean,503.2,3.56,,,"MCAT/GPA Information Mean MCAT Score 503.2 Avg. Cum. Undergrad GPA Score 3.56 Oldest MCAT Considered: January 1, 2024 Latest MCAT Score Accepted: January 31, 2027 Accepted Sources for Letters of Recommendation AACOMAS Interfolio Email Main Admissions Contact (208) 795-ICOM (4266) Phone admissions@icom.edu Email https://www.icom.edu/admission-aid/admissions Website Tuition, Fees & Financial Aid 2026-2027 Academic Year Tuition In-State Tuition $62,792 (2026 TBA) Out-of-State Tuition $62,792 (2026 TBA) Fees Annual Fees In-State Resident Fees $2,500 (2026 TBA) Out-of-State Resident Fees $2,500 (2026 TBA) Health Insurance Fee ~$4,900 (2026 TBA) Tuition Fees Include Computer Lab Student Activities",2026-06-08,aacom_com_submitted_profile,approved_aacom_extraction,AACOM COM-submitted profile mean MCAT and cumulative undergraduate GPA were extracted.
do_illinoiscom_illinois_college_of_osteopathic_medicine_chicago_illinois,Illinois College of Osteopathic Medicine,DO,https://www.aacom.org/detail-pages/com/illinois-college-of-osteopathic-medicine-at-the-chicago-school,Illinois College of Osteopathic Medicine at The Chicago School | AACOM,safe_match,1.42,fetched,no_relevant_aacom_stats_found,2025-26,AACOM COM-submitted profile,aacom_reported_mean,,,,,"MCAT/GPA Information Oldest MCAT Considered: January 1, 2024 Latest MCAT Score Accepted: March 19, 2027 Accepted Sources for Letters of Recommendation AACOMAS Main Admissions Contact 312-410-8998 Phone COMAdmissions@thechicagoschool.edu Email https://www.thechicagoschool.edu/programs/medicine/do/apply/ Website 2025-2026 Academic Year Tuition In-State Tuition $64,668 Out-of-State Tuition $64,668 Fees Annual Fees In-State Resident Fees $2,558 Out-of-State Resident Fees $2,558 Health Insurance Fee TBA Tuition Fees Include Other Estimates, Deposits, and More Acceptance Deposit $2,000 Additional Deposit $0 Deposit Applied to Tuition? Yes Deposit Refundable? No Financial Aid Financial Aid Website ",2026-06-08,aacom_com_submitted_profile,needs_review,No AACOM MCAT/GPA Information values were found in the fetched profile text.
do_iupcom_indiana_university_of_pennsylvania_college_of_osteopathic_medicine_indian,Indiana University of Pennsylvania College of Osteopathic Medicine,DO,https://www.aacom.org/detail-pages/com/indiana-university-of-pennsylvania-college-of-osteopathic-medicine,Indiana University of Pennsylvania College of Osteopathic Medicine | AACOM,safe_match,1.42,fetched,no_relevant_aacom_stats_found,2026-27,AACOM COM-submitted profile,aacom_reported_mean,,,,,"MCAT/GPA Information Oldest MCAT Considered: July 1, 2024 Latest MCAT Score Accepted: January 31, 2027 Accepted Sources for Letters of Recommendation AACOMAS Interfolio Email Main Admissions Contact (724) 357-6219 Phone com-admissions@iup.edu Email https://www.iup.edu/academics/find-your-degree/programs/com/doctor-of-osteopathic-medicine.html Website Tuition, Fees & Financial Aid 2026-2027 Academic Year Tuition In-State Tuition $43,200 Out-of-State Tuition $65,000 Fees Annual Fees In-State Resident Fees $1,570 Out-of-State Resident Fees $1,720 Health Insurance Fee TBD Tuition Fees Include Student Activities Student Services Technology (not computer) Other Graduate Estimates, Deposits, and Mo",2026-06-08,aacom_com_submitted_profile,needs_review,No AACOM MCAT/GPA Information values were found in the fetched profile text.
do_kcu_com_kansas_city_university_of_medicine_and_biosciences_college_of_osteopathi,Kansas City University of Medicine and Biosciences College of Osteopathic Medicine,DO,https://www.aacom.org/detail-pages/com/kansas-city-university-college-of-osteopathic-medicine,Kansas City University College of Osteopathic Medicine | AACOM,safe_match,1.42,fetched,accepted,2026-27,AACOM COM-submitted profile,aacom_reported_mean,504.5,3.68,,,"MCAT/GPA Information Mean MCAT Score 504.5 Avg. Cum. Undergrad GPA Score 3.68 Oldest MCAT Considered: May 1, 2024 Latest MCAT Score Accepted: February 1, 2027 Accepted Sources for Letters of Recommendation AACOMAS Interfolio Paper Email Main Admissions Contact (816) 654-7160 Phone admissions@kansascity.edu Email https://osteopathic-medicine-program.kansascity.edu/ Website Tuition, Fees* & Financial Aid 2026-2027 Academic Year Tuition In-State Tuition $59,030 Out-of-State Tuition $59,030 Fees Annual Fees In-State Resident Fees $4,230 Out-of-State Resident Fees $4,230 Health Insurance Fee $3,500 (need to update for 2026-2027 cycle) Tuition Fees Include Lab Student Activities Student Services T",2026-06-08,aacom_com_submitted_profile,approved_aacom_extraction,AACOM COM-submitted profile mean MCAT and cumulative undergraduate GPA were extracted.
do_kcu_com_joplin_kansas_city_university_of_medicine_and_biosciences_college_of_ost,Kansas City University of Medicine and Biosciences College of Osteopathic Medicine,DO,https://www.aacom.org/detail-pages/com/kansas-city-university-college-of-osteopathic-medicine---joplin-campus,Kansas City University College of Osteopathic Medicine | AACOM,safe_match,1.42,fetched,accepted,2026-27,AACOM COM-submitted profile,aacom_reported_mean,504.5,3.68,,,"MCAT/GPA Information Mean MCAT Score 504.5 Avg. Cum. Undergrad GPA Score 3.68 Oldest MCAT Considered: May 1, 2024 Latest MCAT Score Accepted: February 1, 2027 Accepted Sources for Letters of Recommendation AACOMAS Interfolio Paper Email Main Admissions Contact (816) 654-7160 Phone admissions@kansascity.edu Email https://osteopathic-medicine-program.kansascity.edu/ Website Tuition, Fees* & Financial Aid 2026-2027 Academic Year Tuition In-State Tuition $59,030 Out-of-State Tuition $59,030 Fees Annual Fees In-State Resident Fees $4,230 Out-of-State Resident Fees $4,230 Health Insurance Fee $3,500 (need to update for 2026-2027 cycle) Tuition Fees Include Lab Student Activities Student Services T",2026-06-08,aacom_com_submitted_profile,approved_aacom_extraction,AACOM COM-submitted profile mean MCAT and cumulative undergraduate GPA were extracted.
do_kansascom_kansas_health_sciences_center_kansas_college_of_osteopathic_medicine_w,Kansas Health Sciences Center Kansas College of Osteopathic Medicine,DO,https://www.aacom.org/detail-pages/com/kansas-health-science-center-kansas-college-of-osteopathic-medicine,Kansas Health Science University-Kansas College of Osteopathic Medicine | AACOM,safe_match,1.42,fetched,accepted,2025-26,AACOM COM-submitted profile,aacom_reported_mean,496.9,3.53,,,"MCAT/GPA Information Mean MCAT Score 496.9 Avg. Cum. Undergrad GPA Score 3.53 Oldest MCAT Considered: January 1, 2024 Latest MCAT Score Accepted: March 31, 2027 Accepted Sources for Letters of Recommendation AACOMAS Interfolio Main Admissions Contact (316) 315-5660 Phone khscadmissions@kansashsc.org Email https://kansascom.kansashsc.org/admissions/application-process/ Website Tuition, Fees & Financial Aid 2025-2026 Academic Year (2026-2027 TBA) Tuition In-State Tuition $59,955 (2026 TBA) Out-of-State Tuition $59,955 (2026 TBA) Fees Annual Fees In-State Resident Fees $3,000 (2026 TBA) Out-of-State Resident Fees $3,000 (2026 TBA) Health Insurance Fee $3,891 (2026 TBA) Tuition Fees Include Lab ",2026-06-08,aacom_com_submitted_profile,approved_aacom_extraction,AACOM COM-submitted profile mean MCAT and cumulative undergraduate GPA were extracted.
do_lecom_bradenton_lake_erie_college_of_osteopathic_medicine_bradenton_bradenton_fl,Lake Erie College of Osteopathic Medicine – Bradenton,DO,https://www.aacom.org/detail-pages/com/lake-erie-college-of-osteopathic-medicine-bradenton,Lake Erie College of Osteopathic Medicine - Bradenton Campus | AACOM,safe_match,1.42,fetched,accepted,2026-27,AACOM COM-submitted profile,aacom_reported_mean,505.2,3.71,,,"MCAT/GPA Information Mean MCAT Score 505.2 Avg. Cum. Undergrad GPA Score 3.71 Oldest MCAT Considered: July 1, 2022 Latest MCAT Score Accepted: January 31, 2027 Accepted Sources for Letters of Recommendation AACOMAS Interfolio Paper Email Main Admissions Contact (941) 756-0690 Phone Medicinefla@lecom.edu Email https://lecom.edu/college-of-osteopathic-medicine/com-entrance-requirements/ Website Tuition, Fees & Financial Aid 2026-2027 academic year Tuition In-State Tuition $42,395 Out-of-State Tuition $42,750 Fees Annual Fees In-State Resident Fees $3,387 Out-of-State Resident Fees $3,387 Health Insurance Fee $4,524 Tuition Fees Include Student Services Technology (not computer) Other Board Pre",2026-06-08,aacom_com_submitted_profile,approved_aacom_extraction,AACOM COM-submitted profile mean MCAT and cumulative undergraduate GPA were extracted.
